claim_id,claim_amount,policy_age_months,report_delay_days,num_prior_claims,incident_type,has_police_report,has_witness,claimant_age,region,is_fraud
CLM504726,23410.0,70,2.0,3,Theft,0,0,29.0,Central,0
CLM504727,49413.0,224,4.0,0,Theft,1,0,27.0,Central,0
CLM504728,102146.0,176,6.0,1,Fire,0,1,64.0,West,0
CLM504729,13148.0,21,6.0,0,Medical,0,1,63.0,West,0
CLM504730,63790.0,112,10.0,1,Theft,1,1,46.0,North,0
CLM504731,70912.0,133,8.0,0,Medical,0,0,63.0,Central,0
CLM504732,25190.0,135,7.0,0,NaturalDisaster,0,1,62.0,West,0
CLM504733,56428.0,111,3.0,0,Accident,1,1,37.0,Central,0
CLM504734,24254.0,87,2.0,0,Accident,1,1,59.0,South,0
CLM504735,81224.0,136,9.0,0,Medical,0,1,36.0,South,0
CLM504736,3324.0,162,5.0,2,Accident,0,1,25.0,Central,0
CLM504737,94458.0,203,,3,Accident,0,0,43.0,South,0
CLM504738,12212.0,25,8.0,0,Accident,1,0,33.0,Central,0
CLM504739,31952.0,34,6.0,1,Theft,0,1,65.0,South,0
CLM504740,15504.0,121,5.0,1,Theft,1,1,68.0,East,0
CLM504741,98441.0,102,10.0,2,Accident,0,1,24.0,Central,0
CLM504742,24754.0,215,8.0,3,Fire,0,1,63.0,North,0
CLM504743,19270.0,138,2.0,0,Accident,1,0,62.0,East,0
CLM504744,72849.0,57,8.0,1,Medical,1,1,18.0,Central,0
CLM504745,53408.0,204,6.0,1,Accident,0,0,34.0,North,0
CLM504746,22768.0,208,7.0,0,Accident,1,0,45.0,Central,0
CLM504747,13454.0,10,10.0,0,Fire,0,0,71.0,West,0
CLM504748,12076.0,212,5.0,0,Theft,1,0,55.0,South,0
CLM504749,82459.0,87,9.0,1,Fire,0,1,62.0,South,0
CLM504750,41570.0,56,6.0,1,Accident,1,1,50.0,Central,0
CLM504751,34157.0,28,2.0,1,Accident,0,0,21.0,East,0
CLM504752,44081.0,20,2.0,1,Accident,0,0,42.0,Central,0
CLM504753,6255.0,15,5.0,0,NaturalDisaster,0,1,47.0,East,0
CLM504754,22934.0,183,1.0,0,Medical,1,0,60.0,West,0
CLM504755,23427.0,217,6.0,0,NaturalDisaster,1,0,72.0,South,0
CLM504756,65193.0,230,3.0,0,Theft,1,1,25.0,East,0
CLM504757,9179.0,122,3.0,0,Fire,0,0,59.0,East,0
CLM504758,69073.0,62,2.0,1,Accident,0,1,69.0,West,0
CLM504759,124934.0,213,2.0,0,Accident,1,0,71.0,South,0
CLM504760,7516.0,219,4.0,1,Theft,0,0,52.0,North,0
CLM504761,30131.0,96,6.0,0,Medical,0,1,60.0,North,0
CLM504762,44332.0,50,4.0,1,Fire,1,1,68.0,East,0
CLM504763,59781.0,201,11.0,1,Medical,1,1,38.0,East,0
CLM504764,5263.0,86,4.0,0,Accident,1,0,72.0,Central,0
CLM504765,38952.0,129,5.0,0,Accident,0,1,53.0,East,0
CLM504766,24959.0,212,8.0,1,Accident,1,0,51.0,Central,0
CLM504767,23704.0,40,2.0,0,Accident,1,1,57.0,North,0
CLM504768,155631.0,73,5.0,2,Theft,1,1,18.0,East,1
CLM504769,25023.0,51,3.0,0,Accident,1,0,23.0,Central,0
CLM504770,42612.0,181,4.0,0,Theft,0,0,,West,0
CLM504771,27004.0,29,0.0,0,Accident,0,1,40.0,East,0
CLM504772,36062.0,36,0.0,0,Theft,1,1,64.0,West,0
CLM504773,46264.0,80,3.0,0,Theft,1,0,70.0,North,0
CLM504774,60759.0,91,3.0,0,Medical,0,0,55.0,West,0
CLM504775,15969.0,179,9.0,0,Theft,0,0,22.0,East,0
CLM504776,33594.0,225,2.0,0,NaturalDisaster,1,1,45.0,West,0
CLM504777,34557.0,143,5.0,0,Theft,0,1,25.0,East,0
CLM504778,7955.0,55,,0,Accident,0,1,47.0,Central,0
CLM504779,13864.0,158,3.0,0,Medical,0,0,67.0,East,0
CLM504780,60642.0,168,7.0,1,Accident,0,0,37.0,West,0
CLM504781,20552.0,21,6.0,0,Theft,0,0,23.0,Central,0
CLM504782,240290.0,220,5.0,0,Accident,1,1,23.0,East,0
CLM504783,64245.0,123,5.0,1,Medical,1,1,31.0,Central,0
CLM504784,42680.0,188,6.0,0,Theft,1,0,48.0,East,0
CLM504785,99540.0,13,8.0,0,Accident,0,1,57.0,North,0
CLM504786,55170.0,227,9.0,0,Medical,1,1,48.0,Central,0
CLM504787,34454.0,233,0.0,0,Accident,1,0,68.0,Central,0
CLM504788,9592.0,226,5.0,1,Accident,1,0,31.0,North,0
CLM504789,50629.0,127,2.0,0,Accident,1,1,18.0,West,0
CLM504790,90887.0,28,9.0,1,Medical,0,0,36.0,Central,0
CLM504791,18503.0,108,6.0,0,Medical,1,0,54.0,Central,0
CLM504792,6899.0,144,5.0,1,Medical,0,1,36.0,South,0
CLM504793,12639.0,108,5.0,0,Accident,0,1,48.0,North,0
CLM504794,121446.0,103,2.0,0,Fire,0,1,24.0,West,0
CLM504795,31703.0,84,3.0,0,Accident,1,1,67.0,West,0
CLM504796,95589.0,164,5.0,1,NaturalDisaster,0,0,34.0,East,0
CLM504797,30189.0,137,7.0,0,Theft,1,0,56.0,Central,0
CLM504798,19986.0,178,1.0,1,Medical,1,1,73.0,South,0
CLM504799,164009.0,20,3.0,0,Theft,1,1,41.0,West,0
CLM504800,22086.0,59,5.0,0,Accident,1,0,18.0,Central,0
CLM504801,24361.0,211,7.0,0,Medical,0,1,24.0,West,0
CLM504802,42980.0,192,5.0,1,Theft,1,1,30.0,North,0
CLM504803,23574.0,162,5.0,0,Accident,0,1,65.0,West,0
CLM504804,55411.0,98,4.0,0,Accident,1,1,64.0,South,0
CLM504805,42478.0,103,2.0,0,NaturalDisaster,0,1,71.0,North,0
CLM504806,43845.0,157,,0,Accident,1,0,40.0,East,0
CLM504807,18155.0,185,9.0,1,Accident,1,0,52.0,West,0
CLM504808,7864.0,103,6.0,0,Accident,1,0,20.0,East,0
CLM504809,15279.0,215,5.0,0,Fire,1,0,47.0,North,0
CLM504810,16396.0,83,4.0,1,Medical,1,1,61.0,West,0
CLM504811,37575.0,77,6.0,0,Accident,0,1,45.0,North,0
CLM504812,15490.0,166,1.0,0,Medical,1,0,69.0,South,0
CLM504813,9207.0,189,5.0,0,Accident,0,0,66.0,South,0
CLM504814,11881.0,130,5.0,0,Accident,0,1,23.0,East,0
CLM504815,40542.0,228,6.0,0,Medical,1,1,63.0,East,0
CLM504816,51531.0,204,2.0,0,Medical,0,1,,South,0
CLM504817,19825.0,50,8.0,1,NaturalDisaster,1,0,20.0,East,0
CLM504818,21589.0,188,5.0,0,Accident,0,1,72.0,North,0
CLM504819,48590.0,194,6.0,0,NaturalDisaster,1,1,66.0,North,0
CLM504820,33941.0,208,6.0,1,Medical,1,0,51.0,West,0
CLM504821,76792.0,126,,0,Theft,0,0,47.0,Central,0
CLM504822,26209.0,184,7.0,0,Fire,0,1,26.0,South,0
CLM504823,15288.0,174,5.0,0,Fire,1,1,44.0,West,0
CLM504824,70907.0,220,3.0,0,Medical,0,1,58.0,East,0
CLM504825,23178.0,71,4.0,0,Accident,1,0,61.0,Central,0
CLM504826,15820.0,38,3.0,1,Medical,1,1,59.0,North,0
CLM504827,60734.0,184,4.0,1,Medical,0,1,74.0,South,0
CLM504828,94788.0,154,6.0,0,Accident,0,1,27.0,East,0
CLM504829,34427.0,234,6.0,2,Theft,1,1,20.0,West,0
CLM504830,13314.0,20,4.0,0,Medical,1,0,38.0,Central,0
CLM504831,101501.0,9,7.0,0,NaturalDisaster,1,1,39.0,West,0
CLM504832,40190.0,120,5.0,0,Accident,0,0,65.0,East,0
CLM504833,35447.0,146,2.0,1,NaturalDisaster,1,1,50.0,Central,0
CLM504834,21522.0,206,6.0,2,Medical,1,0,32.0,Central,0
CLM504835,73413.0,160,4.0,0,Fire,0,0,74.0,North,0
CLM504836,12249.0,174,8.0,0,Accident,0,0,54.0,Central,0
CLM504837,11351.0,93,5.0,0,Medical,0,0,27.0,East,0
CLM504838,135348.0,140,3.0,1,Accident,0,1,63.0,North,0
CLM504839,14914.0,34,3.0,2,Accident,0,0,57.0,South,0
CLM504840,64071.0,166,4.0,0,Accident,1,0,23.0,Central,0
CLM504841,89568.0,34,7.0,2,Theft,1,1,56.0,North,0
CLM504842,35176.0,42,4.0,0,Fire,0,0,61.0,North,0
CLM504843,14694.0,40,4.0,1,Accident,0,1,51.0,South,0
CLM504844,49209.0,223,4.0,0,Accident,0,0,57.0,West,0
CLM504845,90528.0,42,8.0,0,Accident,0,1,40.0,East,0
CLM504846,39104.0,51,8.0,1,Medical,1,1,64.0,South,0
CLM504847,16364.0,238,5.0,1,Accident,1,1,59.0,West,0
CLM504848,37981.0,40,3.0,0,Fire,1,1,44.0,East,0
CLM504849,9821.0,130,6.0,1,Accident,1,0,18.0,Central,0
CLM504850,13644.0,34,2.0,0,Accident,0,0,56.0,South,0
CLM504851,24175.0,107,5.0,0,Accident,0,0,50.0,West,0
CLM504852,31233.0,224,6.0,0,Accident,0,1,49.0,West,0
CLM504853,11366.0,79,3.0,1,Theft,0,1,63.0,West,0
CLM504854,36308.0,111,5.0,1,Accident,1,0,60.0,North,0
CLM504855,45131.0,210,7.0,0,NaturalDisaster,1,0,20.0,Central,0
CLM504856,25040.0,128,2.0,1,Accident,1,0,60.0,West,0
CLM504857,5289.0,227,3.0,0,Medical,1,0,21.0,West,0
CLM504858,32324.0,91,4.0,0,Accident,0,1,56.0,South,0
CLM504859,126993.0,56,5.0,1,Accident,1,0,64.0,East,0
CLM504860,42881.0,7,8.0,1,Theft,1,1,26.0,East,0
CLM504861,30107.0,95,7.0,0,Medical,1,1,23.0,East,0
CLM504862,22071.0,16,2.0,3,Medical,1,1,68.0,Central,0
CLM504863,47179.0,138,5.0,0,Accident,1,0,33.0,Central,0
CLM504864,35128.0,4,6.0,0,Accident,0,0,69.0,North,0
CLM504865,52357.0,25,3.0,0,Theft,0,0,19.0,South,0
CLM504866,12369.0,129,,0,Accident,0,0,36.0,East,0
CLM504867,32763.0,146,7.0,2,Accident,0,1,58.0,South,0
CLM504868,20559.0,47,8.0,1,Theft,1,1,56.0,West,0
CLM504869,40026.0,178,3.0,0,Theft,0,0,40.0,Central,0
CLM504870,6270.0,97,7.0,2,Accident,0,0,35.0,East,0
CLM504871,21716.0,45,4.0,0,Accident,1,1,53.0,Central,0
CLM504872,45888.0,111,4.0,0,Accident,0,1,37.0,South,0
CLM504873,52207.0,221,5.0,1,Theft,1,0,63.0,North,0
CLM504874,29016.0,128,5.0,0,Medical,1,0,25.0,Central,0
CLM504875,5280.0,205,2.0,0,Accident,1,1,73.0,Central,0
CLM504876,49666.0,214,4.0,1,Medical,0,1,36.0,North,0
CLM504877,105589.0,55,4.0,1,Accident,1,1,48.0,South,0
CLM504878,15199.0,11,9.0,0,NaturalDisaster,1,1,27.0,North,0
CLM504879,21148.0,161,6.0,0,NaturalDisaster,0,0,47.0,North,0
CLM504880,56683.0,119,4.0,1,Theft,1,1,29.0,West,0
CLM504881,57907.0,86,4.0,0,Fire,0,1,24.0,North,0
CLM504882,71513.0,32,4.0,0,Medical,1,1,66.0,Central,0
CLM504883,66950.0,36,6.0,1,Accident,1,1,19.0,East,0
CLM504884,8727.0,222,4.0,0,Accident,1,0,73.0,Central,0
CLM504885,20262.0,35,3.0,0,Accident,1,1,52.0,South,0
CLM504886,49077.0,220,1.0,1,Accident,0,0,49.0,East,0
CLM504887,27752.0,64,3.0,1,Accident,0,1,20.0,West,0
CLM504888,39843.0,34,8.0,0,Fire,1,0,71.0,East,0
CLM504889,26787.0,125,4.0,0,Accident,1,1,67.0,Central,0
CLM504890,20980.0,29,7.0,1,Accident,1,0,66.0,Central,0
CLM504891,24502.0,66,2.0,1,Medical,0,1,42.0,North,0
CLM504892,12119.0,27,4.0,0,Medical,1,0,31.0,Central,0
CLM504893,16668.0,5,8.0,0,Accident,0,0,64.0,North,0
CLM504894,28182.0,24,5.0,0,Theft,0,1,56.0,Central,0
CLM504895,28595.0,232,3.0,0,Accident,1,1,52.0,East,0
CLM504896,46819.0,38,4.0,0,Theft,1,1,66.0,North,0
CLM504897,23668.0,53,,0,Theft,0,0,40.0,North,0
CLM504898,113620.0,38,4.0,1,Theft,0,0,27.0,West,0
CLM504899,79534.0,18,,1,Medical,1,0,34.0,Central,0
CLM504900,19893.0,40,7.0,1,Theft,0,0,57.0,North,0
CLM504901,34831.0,25,2.0,0,Theft,0,1,60.0,South,0
CLM504902,78454.0,36,4.0,0,Accident,1,0,57.0,South,0
CLM504903,17809.0,110,6.0,1,Accident,0,1,24.0,East,0
CLM504904,16347.0,91,6.0,1,Accident,0,0,60.0,North,0
CLM504905,84076.0,44,5.0,1,Accident,1,1,74.0,Central,0
CLM504906,51694.0,61,4.0,1,Theft,1,0,30.0,Central,0
CLM504907,70196.0,112,6.0,0,Fire,0,1,61.0,South,0
CLM504908,38267.0,100,8.0,1,Theft,0,1,64.0,South,0
CLM504909,24248.0,29,6.0,0,Theft,1,0,54.0,East,0
CLM504910,10163.0,214,7.0,2,Theft,0,1,21.0,South,0
CLM504911,33173.0,94,7.0,0,Accident,1,0,53.0,East,0
CLM504912,79672.0,85,1.0,2,Medical,1,1,37.0,West,0
CLM504913,80422.0,138,2.0,0,Theft,0,1,71.0,Central,0
CLM504914,70025.0,69,4.0,1,Theft,1,0,19.0,North,0
CLM504915,55814.0,149,6.0,0,Theft,1,1,19.0,East,0
CLM504916,174356.0,219,4.0,0,Accident,1,0,58.0,Central,0
CLM504917,8592.0,202,5.0,2,Accident,0,0,35.0,East,0
CLM504918,35766.0,77,4.0,0,Theft,0,0,41.0,South,0
CLM504919,14053.0,23,1.0,0,Medical,0,1,65.0,West,0
CLM504920,102945.0,30,2.0,2,NaturalDisaster,0,0,35.0,North,0
CLM504921,19109.0,51,6.0,1,Medical,0,0,37.0,Central,0
CLM504922,66623.0,148,4.0,0,Accident,0,0,36.0,South,0
CLM504923,20755.0,118,8.0,2,Accident,0,1,59.0,North,0
CLM504924,41615.0,68,6.0,1,Medical,1,0,23.0,East,0
CLM504925,27260.0,47,4.0,0,Fire,0,0,46.0,South,0
CLM504926,29407.0,125,5.0,0,Medical,0,0,30.0,South,0
CLM504927,38828.0,230,8.0,0,Accident,1,0,22.0,South,0
CLM504928,62044.0,184,4.0,0,Accident,0,0,62.0,West,0
CLM504929,27243.0,62,6.0,0,Theft,1,0,61.0,North,0
CLM504930,60663.0,136,5.0,0,Accident,1,0,72.0,South,0
CLM504931,68205.0,122,4.0,0,Accident,0,0,52.0,North,0
CLM504932,21297.0,194,11.0,0,NaturalDisaster,0,0,70.0,East,0
CLM504933,134343.0,83,5.0,0,Accident,0,0,40.0,North,0
CLM504934,53968.0,83,2.0,0,Medical,1,1,26.0,Central,0
CLM504935,21054.0,108,2.0,0,Medical,1,0,69.0,East,0
CLM504936,48592.0,41,6.0,1,Theft,0,0,39.0,South,0
CLM504937,68237.0,208,1.0,0,Medical,1,1,38.0,West,0
CLM504938,47655.0,95,3.0,0,Accident,1,1,18.0,Central,0
CLM504939,34944.0,206,7.0,0,Theft,1,1,42.0,North,0
CLM504940,1880.0,99,7.0,1,Accident,1,1,37.0,Central,0
CLM504941,13713.0,162,4.0,3,Fire,1,0,44.0,Central,0
CLM504942,51168.0,172,8.0,1,Accident,0,0,34.0,West,0
CLM504943,13497.0,190,4.0,0,Theft,0,0,18.0,Central,0
CLM504944,44851.0,165,6.0,1,Medical,0,0,,West,0
CLM504945,60342.0,165,8.0,0,Medical,0,1,61.0,Central,0
CLM504946,27171.0,74,8.0,0,Accident,1,1,60.0,North,1
CLM504947,7246.0,15,6.0,0,Medical,1,1,70.0,North,0
CLM504948,16491.0,223,4.0,1,Fire,0,0,43.0,East,1
CLM504949,51422.0,202,5.0,0,Medical,0,0,42.0,Central,0
CLM504950,81273.0,66,1.0,1,Accident,0,1,44.0,South,0
CLM504951,5623.0,6,3.0,0,Theft,1,0,53.0,South,0
CLM504952,31718.0,239,5.0,0,Accident,1,0,,East,0
CLM504953,9191.0,20,6.0,0,Fire,1,1,66.0,East,0
CLM504954,31964.0,8,6.0,0,Accident,1,0,49.0,North,0
CLM504955,26223.0,237,4.0,1,Accident,0,0,33.0,South,0
CLM504956,196479.0,162,1.0,0,Accident,1,0,70.0,North,0
CLM504957,19321.0,144,2.0,0,Theft,0,0,33.0,North,0
CLM504958,68805.0,149,4.0,1,Theft,1,0,18.0,South,0
CLM504959,66647.0,178,7.0,1,Fire,0,1,68.0,South,0
CLM504960,25440.0,140,2.0,0,Accident,0,1,53.0,Central,0
CLM504961,32698.0,179,2.0,0,Fire,0,0,32.0,North,0
CLM504962,29744.0,187,7.0,1,Accident,1,0,31.0,East,0
CLM504963,16399.0,51,6.0,1,Theft,0,1,41.0,Central,0
CLM504964,15303.0,142,0.0,0,Medical,0,1,49.0,South,0
CLM504965,21421.0,80,5.0,1,Accident,1,0,26.0,West,0
CLM504966,11959.0,146,10.0,0,Fire,1,1,38.0,North,0
CLM504967,19924.0,41,6.0,0,Accident,1,1,65.0,West,0
CLM504968,25429.0,210,7.0,0,Medical,0,0,52.0,North,0
CLM504969,33842.0,64,4.0,0,Accident,1,0,37.0,South,0
CLM504970,42402.0,45,,0,Medical,1,1,53.0,West,0
CLM504971,25411.0,30,7.0,1,Accident,0,0,43.0,South,0
CLM504972,16070.0,127,5.0,0,Accident,1,1,66.0,Central,0
CLM504973,41791.0,86,4.0,1,Fire,1,1,72.0,East,0
CLM504974,55981.0,171,6.0,2,Accident,0,1,26.0,East,0
CLM504975,20157.0,100,6.0,0,Medical,1,0,74.0,North,0
CLM504976,13547.0,74,4.0,0,Theft,1,0,73.0,East,0
CLM504977,20806.0,76,5.0,0,Theft,1,0,54.0,East,0
CLM504978,25713.0,53,10.0,1,Theft,1,0,61.0,West,0
CLM504979,74314.0,167,6.0,0,Medical,1,1,52.0,South,0
CLM504980,51794.0,31,4.0,1,Accident,1,0,52.0,South,0
CLM504981,29655.0,218,3.0,0,Theft,0,1,22.0,West,0
CLM504982,136019.0,63,4.0,0,Accident,1,1,40.0,East,0
CLM504983,28917.0,3,8.0,0,Medical,0,1,68.0,East,1
CLM504984,92136.0,160,5.0,1,NaturalDisaster,1,0,49.0,East,0
CLM504985,78985.0,170,3.0,0,Accident,0,0,49.0,East,0
CLM504986,74646.0,147,3.0,2,Fire,0,1,20.0,South,0
CLM504987,38443.0,87,5.0,0,Medical,0,1,48.0,West,0
CLM504988,32644.0,42,4.0,1,Accident,1,0,,East,0
CLM504989,29855.0,209,7.0,3,Medical,1,1,40.0,Central,0
CLM504990,58696.0,118,3.0,1,Theft,1,0,35.0,East,0
CLM504991,15812.0,114,6.0,1,Medical,0,1,48.0,North,0
CLM504992,24092.0,52,8.0,0,Theft,1,0,74.0,Central,0
CLM504993,112823.0,187,5.0,3,Medical,0,0,68.0,North,0
CLM504994,48958.0,224,,1,Accident,0,0,33.0,South,0
CLM504995,63786.0,155,6.0,0,Fire,0,1,66.0,North,0
CLM504996,11193.0,174,3.0,0,Medical,1,1,70.0,West,0
CLM504997,21044.0,170,11.0,0,Fire,1,0,53.0,Central,0
CLM504998,38835.0,42,4.0,0,Accident,0,1,66.0,South,0
CLM504999,28762.0,111,8.0,1,Medical,0,0,44.0,South,0
CLM505000,11156.0,70,4.0,0,Medical,0,1,62.0,East,0
CLM505001,54601.0,97,7.0,0,Medical,1,0,62.0,Central,0
CLM505002,70400.0,204,3.0,0,Fire,1,1,59.0,West,0
CLM505003,23664.0,199,8.0,0,Accident,1,0,48.0,East,0
CLM505004,56195.0,134,3.0,2,Theft,0,0,42.0,Central,0
CLM505005,150734.0,28,4.0,0,Accident,1,1,26.0,East,0
CLM505006,100736.0,86,1.0,1,Theft,0,0,32.0,South,0
CLM505007,24527.0,173,6.0,1,Accident,0,0,54.0,Central,0
CLM505008,12298.0,144,5.0,0,Accident,1,0,30.0,West,0
CLM505009,35744.0,134,4.0,0,Medical,1,1,20.0,North,0
CLM505010,194381.0,94,6.0,0,Theft,0,0,60.0,North,0
CLM505011,86720.0,232,7.0,0,Fire,0,0,35.0,Central,0
CLM505012,29588.0,218,5.0,0,Medical,0,0,65.0,South,0
CLM505013,103756.0,154,4.0,0,Accident,0,0,50.0,North,0
CLM505014,75733.0,209,5.0,0,Accident,1,1,74.0,East,0
CLM505015,6506.0,43,7.0,1,Accident,0,0,57.0,South,0
CLM505016,69516.0,39,8.0,1,Accident,1,1,38.0,West,0
CLM505017,32696.0,171,4.0,1,Accident,1,1,49.0,Central,0
CLM505018,14865.0,162,5.0,1,Accident,0,1,29.0,North,0
CLM505019,31984.0,59,,1,Medical,0,1,25.0,South,0
CLM505020,41416.0,201,6.0,0,Accident,1,1,48.0,Central,0
CLM505021,15752.0,179,6.0,0,Medical,0,1,39.0,North,0
CLM505022,27013.0,51,7.0,0,Accident,1,0,39.0,Central,0
CLM505023,22819.0,146,1.0,0,Theft,0,0,44.0,North,0
CLM505024,56174.0,209,,0,Accident,0,1,29.0,South,0
CLM505025,23363.0,184,5.0,0,Theft,0,0,72.0,South,0
CLM505026,7632.0,101,6.0,0,Accident,0,0,49.0,East,0
CLM505027,20785.0,196,1.0,1,Accident,1,0,73.0,South,0
CLM505028,13946.0,74,6.0,1,Accident,1,1,69.0,North,0
CLM505029,10560.0,234,4.0,1,Fire,1,0,55.0,East,0
CLM505030,76442.0,236,,0,Medical,0,0,,North,0
CLM505031,56548.0,73,7.0,0,Medical,1,0,31.0,West,0
CLM505032,13718.0,165,4.0,0,Medical,0,1,39.0,West,0
CLM505033,10770.0,231,7.0,1,Theft,1,1,25.0,Central,0
CLM505034,27389.0,70,5.0,0,Theft,1,0,24.0,North,0
CLM505035,10314.0,172,6.0,0,Medical,1,0,28.0,South,0
CLM505036,24497.0,127,5.0,3,Accident,1,0,34.0,South,0
CLM505037,31458.0,107,1.0,1,Accident,1,1,50.0,East,0
CLM505038,37933.0,154,4.0,1,Medical,0,1,58.0,North,0
CLM505039,39031.0,114,7.0,1,Medical,0,0,18.0,North,0
CLM505040,15921.0,171,1.0,1,Accident,0,0,37.0,North,0
CLM505041,31459.0,230,4.0,1,Theft,0,1,26.0,South,0
CLM505042,82821.0,51,3.0,1,Accident,1,1,30.0,Central,0
CLM505043,5554.0,43,5.0,0,Theft,1,1,73.0,Central,0
CLM505044,38583.0,148,2.0,1,Theft,1,0,73.0,East,0
CLM505045,11584.0,230,5.0,0,Medical,1,1,73.0,North,0
CLM505046,91410.0,203,6.0,2,Accident,1,1,42.0,East,0
CLM505047,57160.0,97,4.0,0,Fire,1,1,40.0,South,0
CLM505048,55721.0,193,,2,Accident,1,0,29.0,Central,0
CLM505049,15022.0,218,5.0,0,NaturalDisaster,0,0,69.0,South,0
CLM505050,36719.0,71,4.0,2,Theft,1,1,31.0,South,0
CLM505051,40141.0,26,11.0,1,Theft,0,1,30.0,North,0
CLM505052,4461.0,232,14.0,0,Fire,0,0,25.0,West,0
CLM505053,33430.0,38,2.0,2,Medical,1,1,38.0,East,0
CLM505054,48563.0,4,6.0,0,Accident,0,1,56.0,North,0
CLM505055,9593.0,77,4.0,0,Theft,0,0,49.0,North,0
CLM505056,48126.0,187,4.0,2,Theft,0,0,62.0,Central,0
CLM505057,32200.0,179,2.0,1,Medical,1,1,71.0,Central,0
CLM505058,89771.0,76,5.0,2,Theft,1,1,,South,0
CLM505059,21365.0,164,2.0,0,Theft,1,0,33.0,West,0
CLM505060,34273.0,225,3.0,0,Theft,1,0,65.0,South,0
CLM505061,39066.0,2,3.0,0,Accident,0,1,18.0,East,0
CLM505062,3146.0,206,1.0,0,Medical,0,1,62.0,Central,0
CLM505063,22389.0,144,12.0,1,Theft,1,0,23.0,South,0
CLM505064,31858.0,211,6.0,1,Theft,1,0,37.0,East,0
CLM505065,4513.0,12,5.0,0,Medical,0,1,19.0,Central,0
CLM505066,50989.0,61,7.0,1,Accident,1,1,38.0,Central,0
CLM505067,31847.0,92,6.0,0,Theft,0,1,33.0,South,0
CLM505068,31703.0,191,2.0,2,Accident,1,0,39.0,West,0
CLM505069,52942.0,162,6.0,1,Medical,0,1,45.0,South,0
CLM505070,21404.0,80,6.0,0,Accident,0,1,22.0,South,0
CLM505071,30781.0,58,6.0,0,Medical,1,1,18.0,West,0
CLM505072,59401.0,107,7.0,0,Accident,0,1,68.0,West,0
CLM505073,31082.0,40,2.0,0,Medical,0,1,25.0,North,0
CLM505074,6802.0,217,4.0,0,Fire,0,1,71.0,North,0
CLM505075,30985.0,199,5.0,0,Accident,0,0,39.0,South,0
CLM505076,31293.0,173,5.0,0,Theft,1,1,74.0,Central,0
CLM505077,61112.0,115,3.0,2,Accident,0,1,67.0,South,0
CLM505078,22593.0,154,8.0,1,Theft,1,0,51.0,Central,0
CLM505079,13597.0,61,3.0,1,Accident,0,1,54.0,South,0
CLM505080,13633.0,31,3.0,0,NaturalDisaster,0,1,71.0,Central,0
CLM505081,94286.0,56,4.0,0,Medical,0,0,43.0,East,0
CLM505082,37474.0,129,4.0,0,Accident,1,0,31.0,Central,0
CLM505083,90511.0,230,5.0,0,Medical,0,0,27.0,North,0
CLM505084,101621.0,30,3.0,0,Accident,1,1,56.0,East,0
CLM505085,16402.0,73,4.0,1,Fire,1,1,52.0,Central,0
CLM505086,15429.0,18,8.0,0,Theft,0,1,46.0,South,0
CLM505087,26845.0,106,4.0,0,Theft,0,1,51.0,East,0
CLM505088,48607.0,227,7.0,1,Medical,0,0,38.0,North,0
CLM505089,9689.0,13,7.0,1,Theft,1,0,45.0,East,0
CLM505090,42784.0,142,10.0,0,Accident,0,1,,South,0
CLM505091,41085.0,37,7.0,0,Theft,0,0,25.0,South,0
CLM505092,12084.0,2,5.0,0,Theft,1,0,48.0,Central,0
CLM505093,12428.0,129,,0,Accident,1,1,20.0,Central,0
CLM505094,42429.0,113,5.0,0,Accident,0,1,66.0,South,0
CLM505095,156125.0,216,6.0,0,Medical,1,1,47.0,West,0
CLM505096,23485.0,69,8.0,1,Accident,1,1,51.0,South,0
CLM505097,38708.0,152,5.0,0,Fire,0,0,27.0,East,0
CLM505098,18325.0,37,2.0,0,Accident,1,1,63.0,North,0
CLM505099,35925.0,139,5.0,1,Accident,0,1,66.0,West,0
CLM505100,18028.0,196,6.0,1,Accident,1,0,58.0,North,0
CLM505101,24170.0,93,5.0,0,Medical,0,1,52.0,Central,0
CLM505102,210932.0,37,3.0,0,Medical,1,0,53.0,Central,0
CLM505103,32392.0,121,5.0,1,Accident,0,1,34.0,South,0
CLM505104,8507.0,40,7.0,1,Accident,1,0,26.0,West,0
CLM505105,49726.0,155,9.0,0,Accident,0,0,28.0,South,0
CLM505106,73384.0,56,3.0,2,Theft,0,0,22.0,West,0
CLM505107,51042.0,158,5.0,1,Theft,0,0,,East,1
CLM505108,25812.0,171,11.0,0,Fire,0,0,64.0,East,0
CLM505109,14273.0,239,8.0,1,Fire,1,1,73.0,South,0
CLM505110,14556.0,46,5.0,2,Medical,0,0,32.0,North,0
CLM505111,25545.0,223,5.0,0,Accident,0,1,43.0,South,0
CLM505112,22171.0,77,8.0,0,Medical,1,0,48.0,North,0
CLM505113,19023.0,37,,0,Fire,1,0,61.0,South,0
CLM505114,78610.0,216,6.0,1,Accident,0,0,30.0,East,0
CLM505115,62127.0,137,5.0,1,Medical,0,0,29.0,Central,0
CLM505116,81928.0,136,6.0,0,Medical,0,1,33.0,East,0
CLM505117,15824.0,73,7.0,0,Accident,1,1,,West,0
CLM505118,14234.0,42,5.0,1,Fire,1,1,19.0,North,0
CLM505119,31631.0,15,7.0,0,Theft,0,1,22.0,North,0
CLM505120,41439.0,206,6.0,0,Medical,1,1,45.0,West,0
