customer_id,age,bmi,is_smoker,annual_income,credit_score,prior_violations,occupation_class,vehicle_age,region,risk_tier
CUS301533,19,28.4,0,227856.0,772.0,0,Class3_Manual,4,East,Low
CUS301534,71,23.2,0,996298.0,527.0,1,Class2_Field,7,West,Medium
CUS301535,72,21.1,0,489798.0,,2,Class1_Office,2,North,Medium
CUS301536,20,20.0,1,499308.0,833.0,1,Class3_Manual,0,Central,Low
CUS301537,60,20.8,0,617130.0,338.0,3,Class2_Field,3,East,Medium
CUS301538,53,28.3,0,424172.0,354.0,0,Class2_Field,6,North,Medium
CUS301539,50,24.6,0,419985.0,,2,Class1_Office,2,Central,Medium
CUS301540,30,18.5,0,493137.0,644.0,0,Class1_Office,2,North,Low
CUS301541,32,22.2,0,294329.0,667.0,0,Class1_Office,12,South,Low
CUS301542,73,23.9,0,193422.0,594.0,0,Class2_Field,5,South,Low
CUS301543,58,27.9,0,396231.0,582.0,0,Class1_Office,0,Central,Medium
CUS301544,60,20.6,0,390934.0,695.0,0,Class2_Field,8,East,Low
CUS301545,56,17.5,0,181342.0,595.0,0,Class2_Field,4,Central,Low
CUS301546,48,26.7,0,673379.0,813.0,1,Class2_Field,14,Central,Low
CUS301547,39,27.3,0,458491.0,790.0,2,Class3_Manual,7,East,Medium
CUS301548,56,32.0,0,815978.0,701.0,1,Class4_Hazardous,4,East,Medium
CUS301549,49,31.2,1,540269.0,753.0,0,Class1_Office,14,South,High
CUS301550,18,22.6,0,448652.0,367.0,1,Class3_Manual,8,South,Medium
CUS301551,59,29.0,0,551586.0,675.0,2,Class1_Office,3,South,Medium
CUS301552,53,29.1,0,206432.0,520.0,2,Class2_Field,13,West,High
CUS301553,27,21.7,0,410923.0,492.0,0,Class3_Manual,13,East,Low
CUS301554,53,26.6,0,862841.0,641.0,0,Class3_Manual,12,North,Low
CUS301555,30,24.6,0,2001565.0,615.0,0,Class1_Office,2,East,Low
CUS301556,53,25.6,0,337208.0,610.0,0,Class1_Office,14,Central,Low
CUS301557,29,24.3,0,770929.0,367.0,2,Class3_Manual,5,East,Low
CUS301558,33,32.5,0,426714.0,791.0,0,Class1_Office,2,Central,Low
CUS301559,44,30.5,0,772757.0,728.0,0,Class2_Field,9,East,Low
CUS301560,38,30.6,0,626126.0,522.0,0,Class2_Field,13,Central,Low
CUS301561,62,32.1,1,232758.0,737.0,0,Class1_Office,7,West,High
CUS301562,24,23.1,0,558491.0,468.0,1,Class1_Office,13,North,Low
CUS301563,34,25.0,0,607413.0,472.0,0,Class1_Office,2,East,Low
CUS301564,46,28.4,1,511444.0,881.0,1,Class1_Office,13,North,Medium
CUS301565,46,21.8,0,208669.0,654.0,1,Class1_Office,12,West,Low
CUS301566,52,31.5,0,531252.0,574.0,1,Class2_Field,7,North,Medium
CUS301567,54,23.3,1,469953.0,342.0,1,Class4_Hazardous,11,South,High
CUS301568,44,17.1,1,525496.0,695.0,1,Class3_Manual,4,West,High
CUS301569,34,24.0,0,777008.0,348.0,1,Class2_Field,11,Central,Low
CUS301570,65,24.1,1,368173.0,404.0,0,Class1_Office,5,South,Medium
CUS301571,58,27.8,0,594532.0,427.0,1,Class1_Office,0,East,High
CUS301572,55,15.0,0,575503.0,621.0,2,Class1_Office,8,Central,Low
CUS301573,28,26.8,0,273469.0,523.0,2,Class1_Office,2,North,Low
CUS301574,57,26.9,1,181226.0,754.0,1,Class3_Manual,10,Central,High
CUS301575,51,33.1,0,507843.0,344.0,2,Class3_Manual,14,Central,High
CUS301576,56,24.1,0,472705.0,750.0,0,Class3_Manual,3,East,Low
CUS301577,26,27.2,0,383521.0,779.0,0,Class3_Manual,14,Central,Low
CUS301578,21,24.8,1,641584.0,850.0,0,Class2_Field,1,East,Low
CUS301579,69,26.0,1,656097.0,658.0,1,Class1_Office,13,North,High
CUS301580,28,23.0,0,374053.0,848.0,0,Class2_Field,10,Central,Low
CUS301581,47,36.7,0,1135931.0,816.0,0,Class2_Field,5,North,Medium
CUS301582,71,24.5,0,357766.0,785.0,0,Class4_Hazardous,0,West,Medium
CUS301583,73,25.8,0,1576828.0,713.0,0,Class1_Office,4,Central,Low
CUS301584,42,30.8,0,833020.0,412.0,1,Class4_Hazardous,1,East,Medium
CUS301585,71,23.1,0,549381.0,532.0,1,Class1_Office,8,Central,Medium
CUS301586,41,33.5,0,227069.0,470.0,0,Class2_Field,3,North,Low
CUS301587,69,27.7,1,253981.0,481.0,0,Class2_Field,1,South,High
CUS301588,40,28.2,0,624670.0,,2,Class2_Field,1,North,High
CUS301589,64,26.7,0,468603.0,815.0,1,Class1_Office,11,Central,Medium
CUS301590,31,26.8,1,348142.0,356.0,0,Class3_Manual,7,North,Medium
CUS301591,52,25.1,0,731405.0,786.0,0,Class1_Office,15,Central,Low
CUS301592,63,30.3,0,529246.0,380.0,0,Class2_Field,10,East,Medium
CUS301593,54,19.0,1,285973.0,800.0,0,Class2_Field,4,East,Low
CUS301594,57,30.3,0,429437.0,566.0,0,Class2_Field,3,North,Low
CUS301595,53,28.2,1,469247.0,541.0,0,Class1_Office,10,South,High
CUS301596,53,35.9,0,765787.0,695.0,0,Class3_Manual,15,West,High
CUS301597,43,30.6,0,537235.0,399.0,0,Class1_Office,12,Central,Low
CUS301598,19,21.4,0,549968.0,667.0,2,Class1_Office,2,Central,Low
CUS301599,34,27.7,0,1047362.0,330.0,0,Class1_Office,2,Central,Low
CUS301600,54,34.0,0,198838.0,395.0,1,Class3_Manual,15,North,Medium
CUS301601,55,25.7,1,1540775.0,519.0,0,Class1_Office,15,North,High
CUS301602,63,23.2,0,221138.0,713.0,1,Class2_Field,1,North,Medium
CUS301603,57,30.9,0,233951.0,413.0,1,Class3_Manual,12,West,High
CUS301604,30,26.2,0,454668.0,630.0,1,Class1_Office,12,West,Low
CUS301605,74,23.7,1,352633.0,530.0,1,Class4_Hazardous,10,North,High
CUS301606,45,19.9,0,1647857.0,823.0,0,Class2_Field,8,North,Low
CUS301607,71,28.7,0,304285.0,578.0,0,Class3_Manual,7,South,Medium
CUS301608,65,19.5,0,344328.0,480.0,1,Class3_Manual,14,South,Low
CUS301609,47,30.3,0,508507.0,563.0,1,Class3_Manual,4,East,Medium
CUS301610,19,28.0,0,1381455.0,403.0,1,Class3_Manual,4,South,Low
CUS301611,47,21.6,1,1052506.0,838.0,0,Class1_Office,3,West,Low
CUS301612,50,31.6,0,611084.0,520.0,2,Class1_Office,6,East,High
CUS301613,65,25.4,0,254545.0,447.0,2,Class1_Office,10,Central,Medium
CUS301614,28,22.8,1,187373.0,741.0,0,Class1_Office,15,West,Low
CUS301615,51,20.3,0,299613.0,306.0,2,Class3_Manual,13,South,High
CUS301616,73,21.5,1,164519.0,490.0,0,Class1_Office,3,North,High
CUS301617,47,27.5,0,255817.0,428.0,3,Class1_Office,2,East,Low
CUS301618,44,25.1,0,169369.0,,1,Class1_Office,1,Central,Low
CUS301619,20,25.6,0,669619.0,300.0,0,Class3_Manual,13,North,Low
CUS301620,36,24.8,0,252129.0,475.0,0,Class1_Office,15,South,Low
CUS301621,27,35.5,0,971195.0,842.0,2,Class1_Office,1,West,Low
CUS301622,63,31.7,0,582129.0,605.0,0,Class2_Field,8,East,Low
CUS301623,45,34.4,0,524466.0,345.0,0,Class1_Office,10,South,Medium
CUS301624,65,24.1,0,800950.0,464.0,1,Class4_Hazardous,13,South,Medium
CUS301625,30,30.0,0,416881.0,,1,Class2_Field,11,South,Low
CUS301626,70,23.3,0,564439.0,416.0,0,Class1_Office,9,Central,Medium
CUS301627,67,15.7,0,309726.0,505.0,0,Class1_Office,6,Central,Low
CUS301628,48,21.2,0,977560.0,446.0,1,Class2_Field,7,South,Medium
CUS301629,72,33.4,0,1200402.0,512.0,3,Class1_Office,5,West,High
CUS301630,29,27.9,0,408382.0,859.0,0,Class1_Office,7,Central,Low
CUS301631,50,31.8,0,1164291.0,524.0,1,Class1_Office,4,Central,Medium
CUS301632,71,20.7,1,520545.0,881.0,2,Class4_Hazardous,7,East,High
CUS301633,48,26.1,0,821973.0,686.0,2,Class1_Office,0,West,High
CUS301634,55,25.4,1,514256.0,657.0,2,Class1_Office,12,Central,High
CUS301635,59,17.0,0,470343.0,360.0,0,Class3_Manual,9,Central,Medium
CUS301636,20,32.7,0,399527.0,400.0,1,Class2_Field,0,North,Medium
CUS301637,43,29.4,0,750630.0,706.0,1,Class3_Manual,6,North,Low
CUS301638,21,23.8,0,259350.0,364.0,1,Class1_Office,7,West,Low
CUS301639,74,32.4,0,611674.0,543.0,2,Class2_Field,0,West,Medium
CUS301640,70,19.5,0,985920.0,500.0,0,Class4_Hazardous,1,East,Low
CUS301641,64,26.6,0,289356.0,434.0,0,Class1_Office,2,North,Medium
CUS301642,35,,0,859225.0,843.0,1,Class2_Field,8,Central,Low
CUS301643,67,24.4,1,1064968.0,483.0,0,Class3_Manual,2,West,High
CUS301644,39,,0,323420.0,397.0,0,Class3_Manual,5,North,Medium
CUS301645,66,26.3,0,454318.0,825.0,0,Class1_Office,2,Central,Low
CUS301646,40,21.3,0,345424.0,551.0,2,Class2_Field,4,West,Medium
CUS301647,57,27.6,0,583767.0,,1,Class3_Manual,4,Central,Medium
CUS301648,28,23.2,0,275929.0,584.0,2,Class3_Manual,10,Central,Low
CUS301649,55,24.9,0,897509.0,716.0,1,Class2_Field,9,South,Medium
CUS301650,72,29.9,0,364150.0,830.0,3,Class1_Office,2,Central,High
CUS301651,45,22.6,1,279171.0,372.0,1,Class1_Office,1,Central,Low
CUS301652,55,27.5,0,702966.0,838.0,3,Class1_Office,13,South,Medium
CUS301653,37,23.9,0,287526.0,657.0,0,Class3_Manual,0,Central,Low
CUS301654,70,27.1,0,521998.0,428.0,2,Class1_Office,6,North,High
CUS301655,66,,1,1040980.0,749.0,0,Class2_Field,9,North,Medium
CUS301656,23,35.1,1,900059.0,392.0,1,Class2_Field,0,Central,Medium
CUS301657,30,29.6,0,992271.0,,0,Class1_Office,4,East,Low
CUS301658,20,32.6,0,454013.0,393.0,0,Class1_Office,5,South,Low
CUS301659,27,25.6,0,517847.0,323.0,3,Class2_Field,10,South,Low
CUS301660,66,22.5,0,709353.0,599.0,1,Class2_Field,6,East,Medium
CUS301661,50,22.7,0,448870.0,480.0,0,Class3_Manual,15,East,Low
CUS301662,27,29.0,1,755604.0,626.0,1,Class4_Hazardous,0,South,High
CUS301663,34,35.4,1,239988.0,376.0,0,Class1_Office,13,East,High
CUS301664,40,26.0,0,516532.0,488.0,2,Class1_Office,6,Central,Low
CUS301665,66,33.4,0,1084079.0,832.0,0,Class1_Office,1,East,Medium
CUS301666,67,19.4,0,437523.0,797.0,1,Class3_Manual,7,East,Medium
CUS301667,28,28.1,0,546060.0,781.0,0,Class2_Field,0,North,Low
CUS301668,24,25.5,0,2026779.0,605.0,0,Class1_Office,8,East,Low
CUS301669,53,24.7,1,369697.0,525.0,0,Class3_Manual,14,West,Low
CUS301670,62,25.8,0,504087.0,,0,Class1_Office,12,North,Medium
CUS301671,44,23.7,0,177750.0,603.0,1,Class2_Field,0,Central,Medium
CUS301672,21,27.0,1,683439.0,305.0,0,Class1_Office,11,West,Medium
CUS301673,59,27.0,1,795244.0,582.0,1,Class1_Office,1,Central,High
CUS301674,30,29.3,0,766336.0,517.0,2,Class2_Field,5,North,Medium
CUS301675,28,26.2,0,1496785.0,476.0,0,Class2_Field,14,West,Low
CUS301676,50,26.5,0,751762.0,759.0,0,Class3_Manual,12,Central,Low
CUS301677,63,26.9,0,518401.0,702.0,1,Class2_Field,5,Central,Medium
CUS301678,54,24.6,1,843443.0,504.0,1,Class1_Office,1,West,High
CUS301679,35,23.1,0,406089.0,607.0,0,Class2_Field,1,Central,Low
CUS301680,40,25.9,0,779055.0,306.0,0,Class4_Hazardous,13,North,High
CUS301681,30,,0,3005861.0,500.0,0,Class1_Office,11,East,Low
CUS301682,72,22.9,0,1836337.0,445.0,1,Class1_Office,13,East,Medium
CUS301683,25,19.2,0,1427596.0,449.0,0,Class1_Office,15,North,Low
CUS301684,67,23.4,0,681931.0,660.0,1,Class2_Field,12,South,High
CUS301685,54,26.9,0,321051.0,324.0,0,Class3_Manual,4,Central,Low
CUS301686,32,21.0,1,435759.0,612.0,0,Class1_Office,15,East,Low
CUS301687,22,25.0,0,2134760.0,528.0,0,Class3_Manual,2,North,Low
CUS301688,71,27.4,0,478816.0,325.0,0,Class3_Manual,4,East,Medium
CUS301689,43,27.0,1,1122052.0,422.0,0,Class2_Field,12,East,High
CUS301690,43,27.5,0,320803.0,767.0,0,Class4_Hazardous,1,South,Medium
CUS301691,63,20.2,0,700762.0,438.0,1,Class1_Office,12,East,Low
CUS301692,26,27.8,0,788928.0,342.0,0,Class2_Field,12,Central,Low
CUS301693,46,25.4,0,369232.0,764.0,1,Class2_Field,9,East,Low
CUS301694,18,33.3,0,256614.0,307.0,1,Class1_Office,12,South,Medium
CUS301695,23,26.1,0,365136.0,887.0,0,Class1_Office,2,South,Low
CUS301696,65,29.0,1,944895.0,823.0,0,Class1_Office,5,Central,High
CUS301697,45,24.9,0,1271266.0,306.0,0,Class1_Office,2,West,Low
CUS301698,62,24.6,1,370835.0,865.0,1,Class1_Office,7,North,Medium
CUS301699,32,22.6,0,343735.0,440.0,0,Class1_Office,13,South,Low
CUS301700,54,15.0,0,296867.0,853.0,1,Class1_Office,8,North,Low
CUS301701,39,21.6,0,1110276.0,748.0,0,Class1_Office,1,North,Low
CUS301702,31,30.8,0,385959.0,412.0,0,Class1_Office,0,East,Medium
CUS301703,23,25.7,0,220163.0,653.0,0,Class1_Office,1,East,Low
CUS301704,31,30.3,1,466529.0,821.0,1,Class3_Manual,14,West,Medium
CUS301705,18,,0,349569.0,372.0,0,Class1_Office,0,East,Low
CUS301706,26,23.0,1,1238047.0,342.0,0,Class3_Manual,13,North,Medium
CUS301707,56,30.0,0,878897.0,608.0,1,Class1_Office,4,South,Low
CUS301708,59,19.3,0,633593.0,332.0,1,Class1_Office,12,North,Low
CUS301709,36,21.6,0,1274557.0,436.0,0,Class3_Manual,6,West,Low
CUS301710,33,26.3,0,611561.0,849.0,3,Class4_Hazardous,6,North,High
CUS301711,60,27.1,0,452045.0,639.0,0,Class1_Office,9,West,Low
CUS301712,47,27.3,1,329168.0,716.0,1,Class3_Manual,4,Central,High
CUS301713,31,34.3,0,437397.0,374.0,1,Class2_Field,5,North,Medium
CUS301714,29,32.8,0,220549.0,531.0,1,Class1_Office,13,South,Low
CUS301715,18,27.5,0,1206757.0,336.0,2,Class1_Office,8,South,Low
CUS301716,58,25.9,0,365540.0,699.0,0,Class1_Office,4,South,Low
CUS301717,51,32.1,0,216020.0,689.0,2,Class3_Manual,14,East,High
CUS301718,26,23.6,0,1010993.0,749.0,1,Class4_Hazardous,7,South,Medium
CUS301719,26,28.0,1,505379.0,528.0,0,Class3_Manual,4,West,Low
CUS301720,47,19.1,1,175625.0,816.0,2,Class1_Office,3,South,High
CUS301721,68,27.0,0,232280.0,676.0,0,Class2_Field,14,Central,Medium
CUS301722,56,36.6,1,256667.0,569.0,0,Class1_Office,7,North,High
CUS301723,33,31.4,0,206665.0,505.0,2,Class4_Hazardous,9,Central,Medium
CUS301724,73,27.4,0,429148.0,770.0,0,Class1_Office,10,South,High
CUS301725,37,29.6,0,896404.0,716.0,3,Class2_Field,7,South,Medium
CUS301726,29,18.7,0,595631.0,724.0,2,Class2_Field,0,East,Medium
CUS301727,31,29.2,0,178495.0,662.0,2,Class2_Field,0,East,Medium
CUS301728,72,26.8,0,366370.0,426.0,1,Class2_Field,4,Central,High
CUS301729,23,31.8,0,683324.0,542.0,1,Class1_Office,10,North,Medium
CUS301730,73,28.3,0,474345.0,870.0,2,Class1_Office,1,South,High
CUS301731,18,20.9,0,694261.0,636.0,0,Class1_Office,13,West,Low
CUS301732,72,33.4,0,578025.0,484.0,2,Class1_Office,6,South,High
CUS301733,34,25.2,0,280867.0,704.0,1,Class2_Field,5,West,Medium
CUS301734,62,34.4,1,253672.0,696.0,0,Class1_Office,0,East,High
CUS301735,68,25.3,0,485093.0,831.0,1,Class3_Manual,6,North,Medium
CUS301736,35,21.8,1,357915.0,592.0,2,Class3_Manual,4,East,Medium
CUS301737,52,20.9,0,601760.0,428.0,0,Class2_Field,12,Central,Low
CUS301738,45,19.4,1,1018654.0,597.0,1,Class2_Field,2,South,Medium
CUS301739,71,29.6,0,1029434.0,348.0,0,Class2_Field,13,East,Medium
CUS301740,20,24.0,0,250529.0,872.0,0,Class1_Office,3,Central,Low
CUS301741,25,29.6,1,397764.0,547.0,1,Class1_Office,5,West,Medium
CUS301742,41,22.2,1,279751.0,436.0,0,Class3_Manual,7,West,Low
CUS301743,48,28.4,0,783009.0,552.0,1,Class1_Office,3,West,Medium
CUS301744,25,25.1,1,659111.0,651.0,0,Class2_Field,14,South,Low
CUS301745,36,25.8,0,1215977.0,842.0,0,Class2_Field,0,West,Low
CUS301746,21,28.8,0,390395.0,820.0,1,Class1_Office,10,West,Low
CUS301747,68,31.0,0,423537.0,863.0,0,Class1_Office,15,North,Low
CUS301748,57,28.5,1,416119.0,,0,Class1_Office,15,South,High
CUS301749,40,33.0,1,718374.0,612.0,2,Class2_Field,4,North,High
CUS301750,48,18.7,0,685304.0,635.0,0,Class1_Office,10,East,Low
CUS301751,29,21.7,0,267165.0,716.0,0,Class2_Field,9,West,Low
CUS301752,38,23.6,0,185557.0,738.0,1,Class1_Office,10,North,Low
CUS301753,68,28.7,0,472005.0,612.0,1,Class1_Office,14,South,Medium
CUS301754,65,19.2,0,265937.0,718.0,1,Class2_Field,15,North,Low
CUS301755,25,21.2,0,423202.0,862.0,2,Class1_Office,11,East,Low
CUS301756,20,27.6,1,677906.0,652.0,1,Class1_Office,3,North,Low
CUS301757,40,23.8,0,255687.0,763.0,1,Class2_Field,14,West,Low
CUS301758,31,17.9,0,283453.0,491.0,0,Class1_Office,12,West,Low
CUS301759,59,27.8,0,488545.0,,1,Class3_Manual,6,West,Low
CUS301760,51,24.9,0,2358132.0,712.0,0,Class2_Field,8,Central,Low
CUS301761,23,20.1,1,373698.0,794.0,0,Class1_Office,9,North,Low
CUS301762,26,26.6,0,758487.0,786.0,3,Class2_Field,1,West,Medium
CUS301763,73,15.0,0,230962.0,421.0,0,Class1_Office,0,East,Medium
CUS301764,65,22.0,0,1270306.0,696.0,1,Class1_Office,0,South,Medium
CUS301765,39,34.0,0,476730.0,789.0,1,Class4_Hazardous,15,Central,Medium
CUS301766,58,30.1,0,555779.0,728.0,0,Class2_Field,4,North,Medium
CUS301767,49,25.6,0,354287.0,358.0,0,Class1_Office,1,South,Low
CUS301768,62,28.1,0,426631.0,794.0,2,Class1_Office,6,West,Medium
CUS301769,74,20.0,0,1452254.0,699.0,2,Class1_Office,12,West,High
CUS301770,59,33.1,0,343718.0,325.0,0,Class3_Manual,4,North,Medium
CUS301771,60,26.6,0,429738.0,846.0,2,Class2_Field,3,South,High
CUS301772,62,26.1,0,583556.0,335.0,1,Class1_Office,7,Central,Medium
CUS301773,35,26.5,1,545816.0,498.0,1,Class2_Field,8,West,Medium
CUS301774,57,26.1,0,474219.0,382.0,1,Class2_Field,10,South,Medium
CUS301775,73,25.8,0,500715.0,358.0,1,Class1_Office,11,South,Medium
CUS301776,35,32.3,1,1054298.0,626.0,0,Class4_Hazardous,9,North,High
CUS301777,48,28.0,1,810938.0,548.0,1,Class2_Field,14,West,High
CUS301778,71,23.5,1,404803.0,767.0,0,Class1_Office,4,South,High
CUS301779,43,25.2,0,594832.0,594.0,0,Class2_Field,3,North,Low
CUS301780,36,31.5,0,855888.0,574.0,1,Class2_Field,15,West,Low
CUS301781,48,32.1,0,553594.0,338.0,0,Class4_Hazardous,10,East,Low
CUS301782,32,20.2,0,220076.0,595.0,2,Class4_Hazardous,7,Central,Medium
CUS301783,20,26.8,0,1214644.0,724.0,1,Class1_Office,10,East,Low
CUS301784,33,19.3,0,211355.0,348.0,0,Class4_Hazardous,5,South,Low
CUS301785,55,27.2,0,1829180.0,862.0,0,Class1_Office,14,Central,Low
CUS301786,21,23.0,0,495185.0,507.0,2,Class1_Office,4,East,Low
CUS301787,66,19.8,0,1393424.0,480.0,1,Class1_Office,4,Central,Medium
CUS301788,18,32.0,0,391164.0,471.0,3,Class4_Hazardous,6,South,High
CUS301789,21,,1,819307.0,501.0,1,Class2_Field,8,East,Medium
CUS301790,20,22.5,0,245544.0,793.0,3,Class1_Office,1,West,Low
CUS301791,59,28.0,0,607796.0,692.0,1,Class1_Office,15,North,Medium
CUS301792,38,25.3,0,296199.0,773.0,0,Class1_Office,5,West,Low
CUS301793,53,25.2,1,663456.0,,0,Class2_Field,11,Central,High
CUS301794,49,29.8,0,1738588.0,379.0,1,Class2_Field,1,South,High
CUS301795,20,27.7,0,891016.0,428.0,0,Class1_Office,3,East,Low
CUS301796,54,26.0,0,785453.0,864.0,2,Class4_Hazardous,10,South,High
CUS301797,31,36.7,0,535445.0,544.0,2,Class3_Manual,10,South,Medium
CUS301798,59,25.8,0,311745.0,632.0,1,Class2_Field,5,South,Low
CUS301799,63,25.4,0,2020814.0,383.0,0,Class1_Office,14,North,Low
CUS301800,27,17.6,0,195821.0,675.0,0,Class1_Office,8,East,Low
CUS301801,23,36.4,0,1244767.0,447.0,1,Class3_Manual,7,South,Medium
CUS301802,36,20.6,0,744527.0,494.0,2,Class2_Field,6,South,Low
CUS301803,37,31.9,0,431195.0,833.0,0,Class2_Field,14,South,Low
CUS301804,18,21.5,1,836988.0,520.0,0,Class1_Office,13,North,Low
CUS301805,56,25.7,0,638547.0,565.0,1,Class1_Office,4,North,Low
CUS301806,52,28.9,1,584505.0,553.0,0,Class3_Manual,4,West,High
CUS301807,42,36.8,0,411346.0,629.0,0,Class2_Field,5,East,High
CUS301808,57,22.2,1,232570.0,404.0,0,Class2_Field,10,North,Medium
CUS301809,63,32.8,0,290613.0,508.0,0,Class4_Hazardous,1,Central,Medium
CUS301810,33,22.9,0,764842.0,708.0,0,Class4_Hazardous,1,Central,Low
CUS301811,50,27.6,0,421532.0,759.0,0,Class1_Office,5,North,Medium
CUS301812,65,21.1,0,670127.0,547.0,2,Class1_Office,14,Central,Medium
CUS301813,20,,1,272438.0,353.0,1,Class3_Manual,6,North,High
CUS301814,21,28.7,0,294154.0,583.0,1,Class2_Field,10,Central,Low
CUS301815,43,29.9,0,382747.0,630.0,0,Class2_Field,0,East,Low
CUS301816,26,29.7,0,1671717.0,656.0,1,Class2_Field,4,East,Low
CUS301817,72,25.7,0,397860.0,643.0,2,Class3_Manual,14,West,Medium
CUS301818,53,24.1,0,294643.0,691.0,0,Class1_Office,6,Central,Low
CUS301819,46,30.9,1,1236229.0,790.0,1,Class2_Field,8,North,High
CUS301820,63,32.8,0,1650864.0,478.0,0,Class1_Office,0,Central,Medium
CUS301821,30,20.7,0,214142.0,833.0,0,Class1_Office,3,West,Low
CUS301822,65,25.5,0,323090.0,809.0,1,Class1_Office,14,North,Medium
CUS301823,54,23.4,0,1927778.0,399.0,0,Class1_Office,3,Central,Low
CUS301824,24,27.5,0,495670.0,452.0,1,Class1_Office,8,East,Low
CUS301825,42,23.3,1,767901.0,877.0,0,Class1_Office,8,North,Low
CUS301826,27,26.9,0,486674.0,596.0,0,Class2_Field,11,East,Low
CUS301827,30,30.5,0,722355.0,899.0,1,Class1_Office,9,East,Low
CUS301828,65,18.3,0,505107.0,362.0,1,Class2_Field,9,South,Medium
CUS301829,26,23.4,0,430315.0,684.0,0,Class2_Field,15,East,Low
CUS301830,61,26.2,0,326849.0,443.0,0,Class2_Field,12,West,Low
CUS301831,38,22.2,0,553288.0,312.0,1,Class1_Office,11,North,Low
CUS301832,24,28.1,1,539089.0,752.0,2,Class3_Manual,0,South,Medium
CUS301833,69,21.1,0,906411.0,331.0,1,Class2_Field,9,West,Medium
CUS301834,49,27.7,0,477595.0,617.0,1,Class2_Field,13,East,Low
CUS301835,28,25.8,0,318712.0,860.0,0,Class3_Manual,11,East,Low
CUS301836,35,22.4,0,322375.0,477.0,0,Class1_Office,9,East,Low
CUS301837,73,20.0,1,462135.0,787.0,2,Class1_Office,13,North,High
CUS301838,38,27.7,0,208155.0,355.0,1,Class1_Office,1,Central,Low
CUS301839,41,34.7,0,824249.0,511.0,1,Class1_Office,6,North,Medium
CUS301840,65,29.4,0,743071.0,759.0,0,Class1_Office,3,South,Low
CUS301841,41,29.2,0,1762212.0,443.0,2,Class1_Office,4,South,Low
CUS301842,47,24.3,1,226344.0,571.0,0,Class2_Field,4,Central,Medium
CUS301843,20,26.1,0,424460.0,606.0,1,Class1_Office,15,Central,Low
CUS301844,70,21.6,1,336902.0,866.0,3,Class3_Manual,4,South,High
CUS301845,67,22.4,0,1017123.0,765.0,0,Class1_Office,1,West,Low
CUS301846,65,28.5,0,893760.0,612.0,1,Class2_Field,15,East,Medium
CUS301847,34,21.0,0,605422.0,602.0,0,Class1_Office,13,Central,Low
CUS301848,32,25.2,0,646119.0,470.0,0,Class2_Field,0,East,Low
CUS301849,43,22.3,0,1113988.0,809.0,2,Class2_Field,0,South,Low
CUS301850,72,25.0,1,456458.0,548.0,0,Class1_Office,0,South,High
CUS301851,38,21.8,0,779841.0,335.0,0,Class1_Office,2,West,Low
CUS301852,27,17.1,0,748133.0,764.0,0,Class1_Office,13,South,Low
CUS301853,29,27.9,0,333973.0,794.0,1,Class3_Manual,13,East,Low
CUS301854,65,26.0,1,322907.0,450.0,0,Class1_Office,4,North,High
CUS301855,38,29.6,1,350489.0,368.0,0,Class4_Hazardous,5,West,High
CUS301856,49,32.8,0,1180946.0,566.0,0,Class1_Office,7,West,Medium
CUS301857,46,28.1,0,817235.0,759.0,0,Class1_Office,15,South,Low
CUS301858,22,29.7,0,1191722.0,704.0,2,Class4_Hazardous,1,West,Low
CUS301859,72,29.6,0,356992.0,432.0,1,Class1_Office,7,South,Medium
CUS301860,36,33.9,1,1433060.0,878.0,0,Class1_Office,7,North,High
CUS301861,62,22.3,1,325421.0,,1,Class1_Office,12,South,High
CUS301862,74,24.7,0,204097.0,891.0,1,Class3_Manual,8,West,Low
CUS301863,31,23.5,0,122895.0,843.0,1,Class2_Field,15,Central,Low
CUS301864,34,26.3,0,442319.0,408.0,1,Class4_Hazardous,2,South,Low
CUS301865,61,22.9,1,487591.0,748.0,0,Class1_Office,0,East,Low
CUS301866,20,21.5,0,344920.0,484.0,1,Class1_Office,9,East,Low
CUS301867,74,23.5,1,151895.0,435.0,0,Class2_Field,4,South,Medium
CUS301868,41,21.9,0,908508.0,832.0,0,Class3_Manual,14,Central,Low
CUS301869,30,22.7,0,572942.0,435.0,1,Class2_Field,0,West,Low
CUS301870,66,18.2,1,754372.0,426.0,0,Class2_Field,3,Central,Medium
CUS301871,24,35.2,0,1229317.0,435.0,4,Class1_Office,10,East,Medium
CUS301872,37,22.3,0,183888.0,568.0,2,Class2_Field,7,West,Low
CUS301873,66,30.7,1,956622.0,364.0,2,Class1_Office,7,West,High
CUS301874,57,30.6,0,665252.0,367.0,1,Class1_Office,7,Central,Low
CUS301875,55,26.5,1,1000002.0,347.0,0,Class1_Office,8,East,Medium
CUS301876,32,21.7,0,1138627.0,746.0,0,Class1_Office,13,North,Low
CUS301877,41,,0,491469.0,428.0,1,Class3_Manual,15,East,Medium
CUS301878,69,30.2,0,3527659.0,542.0,1,Class3_Manual,6,North,Medium
CUS301879,56,29.9,0,1184878.0,397.0,1,Class1_Office,15,East,High
CUS301880,72,,0,441064.0,,2,Class1_Office,7,East,Medium
CUS301881,74,28.3,0,346446.0,843.0,0,Class1_Office,9,Central,High
CUS301882,72,28.9,0,258746.0,631.0,1,Class1_Office,6,East,Medium
CUS301883,45,30.3,1,389314.0,820.0,1,Class2_Field,1,South,High
