customer_id,age,annual_income,total_premium,num_policies,tenure_years,region,digital_engagement,claims_ratio,occupation,segment
SEG801613,34,555875.0,28127.0,5,2.5,Central,0.92,0.025,Architect,Affluent
SEG801614,56,561407.0,25438.0,5,2.8,East,0.6,0.406,Accountant,Mainstream
SEG801615,40,1673144.0,27358.0,1,5.2,North,0.09,0.223,Mechanic,HighNetWorth
SEG801616,53,721943.0,42491.0,5,3.5,East,0.72,0.332,Welder,Affluent
SEG801617,35,789067.0,20611.0,1,2.6,East,0.09,0.156,Lawyer,Affluent
SEG801618,68,248882.0,13267.0,3,1.0,Central,0.84,0.138,Teacher,Budget
SEG801619,59,309383.0,9028.0,4,0.3,West,0.2,0.414,Electrician,Budget
SEG801620,74,277474.0,9381.0,6,19.3,East,0.34,0.285,Mechanic,Budget
SEG801621,62,180695.0,2983.0,5,3.2,South,0.83,0.461,Accountant,Budget
SEG801622,44,276830.0,5629.0,2,0.6,East,0.89,0.261,Farmer,Budget
SEG801623,73,223044.0,12789.0,5,1.7,West,0.83,0.02,Civil Servant,Budget
SEG801624,44,735467.0,12000.0,4,7.7,North,0.21,0.145,Salesperson,Mainstream
SEG801625,62,344729.0,14577.0,2,1.4,East,0.99,0.175,Mechanic,Mainstream
SEG801626,69,316812.0,7993.0,6,3.1,East,0.82,0.162,Plumber,Budget
SEG801627,38,,9706.0,1,6.4,South,0.29,0.235,Shop Owner,Budget
SEG801628,51,310000.0,14433.0,5,1.1,Central,0.95,0.315,Salesperson,Mainstream
SEG801629,49,1430702.0,15642.0,1,20.6,Central,0.41,0.281,Accountant,Affluent
SEG801630,73,1851258.0,69748.0,4,6.0,North,0.75,0.346,Nurse,HighNetWorth
SEG801631,60,821302.0,34235.0,6,2.5,West,0.86,0.187,Chef,Affluent
SEG801632,31,524977.0,26626.0,5,4.6,North,0.79,0.191,Salesperson,Mainstream
SEG801633,23,290215.0,9222.0,2,13.1,East,0.78,0.127,Tailor,Budget
SEG801634,52,473349.0,21455.0,6,11.6,North,0.87,0.164,Engineer,Mainstream
SEG801635,37,990049.0,55493.0,2,10.0,West,0.66,0.367,Accountant,HighNetWorth
SEG801636,22,170002.0,7469.0,4,2.3,Central,0.93,0.269,Doctor,Budget
SEG801637,74,183359.0,4225.0,3,2.0,North,0.53,0.07,Software Developer,Budget
SEG801638,67,594596.0,24437.0,1,14.2,West,0.53,0.659,Architect,Mainstream
SEG801639,33,661341.0,17530.0,3,1.7,East,0.07,0.091,Doctor,Mainstream
SEG801640,76,730519.0,10363.0,6,2.0,East,0.6,0.437,Doctor,Mainstream
SEG801641,33,150339.0,4271.0,2,2.7,East,0.24,0.423,Teacher,Budget
SEG801642,73,357223.0,8311.0,6,0.1,Central,0.64,0.132,Shop Owner,Mainstream
SEG801643,54,467679.0,12004.0,5,0.1,South,,0.036,Welder,Mainstream
SEG801644,71,334668.0,10178.0,3,1.6,West,0.41,0.135,Police Officer,Mainstream
SEG801645,78,297203.0,14752.0,3,4.5,South,0.22,0.521,Security Guard,Mainstream
SEG801646,27,285354.0,12010.0,4,3.8,North,0.39,0.096,Carpenter,Mainstream
SEG801647,54,744699.0,9769.0,6,4.7,South,0.02,0.102,Software Developer,Mainstream
SEG801648,65,134700.0,7423.0,4,1.4,West,0.58,0.217,Electrician,Budget
SEG801649,76,907806.0,39522.0,3,6.4,North,0.66,0.118,Carpenter,Affluent
SEG801650,65,302708.0,7053.0,6,1.5,West,0.58,0.155,Civil Servant,Mainstream
SEG801651,43,368924.0,9313.0,6,3.0,South,0.17,0.098,Doctor,Mainstream
SEG801652,45,422173.0,20048.0,1,3.3,North,0.36,0.168,Nurse,Mainstream
SEG801653,72,870674.0,20677.0,6,1.6,North,0.82,0.11,Nurse,Affluent
SEG801654,35,1537309.0,74117.0,5,2.5,North,0.77,0.294,Teacher,HighNetWorth
SEG801655,50,1157616.0,32383.0,3,10.8,South,0.83,0.072,Lawyer,Affluent
SEG801656,50,262598.0,6648.0,5,2.7,Central,0.85,0.386,Police Officer,Budget
SEG801657,64,209150.0,2252.0,2,1.5,East,0.97,0.318,Plumber,Budget
SEG801658,66,199822.0,6463.0,6,5.3,West,0.44,0.163,Architect,Budget
SEG801659,76,113862.0,2086.0,4,1.1,East,0.15,0.205,Architect,Budget
SEG801660,60,487020.0,19141.0,1,3.4,West,0.95,0.165,Engineer,Mainstream
SEG801661,36,808222.0,34983.0,4,0.3,South,0.27,0.148,Mechanic,Affluent
SEG801662,48,1098462.0,45419.0,5,2.5,East,0.93,0.225,Security Guard,HighNetWorth
SEG801663,47,962290.0,31852.0,2,1.6,West,0.29,0.237,Mechanic,Affluent
SEG801664,72,343490.0,9268.0,4,2.6,West,0.93,0.253,Electrician,Budget
SEG801665,77,330932.0,5800.0,2,26.4,North,0.72,0.155,Software Developer,Budget
SEG801666,51,156368.0,8482.0,3,1.5,North,0.78,0.351,Doctor,Budget
SEG801667,43,300205.0,6374.0,2,4.1,North,0.62,0.165,Civil Servant,Budget
SEG801668,40,341647.0,8666.0,2,10.6,North,0.14,0.099,Lawyer,Budget
SEG801669,49,373612.0,5040.0,5,0.2,East,,0.115,Banker,Budget
SEG801670,77,521262.0,30796.0,5,1.6,South,0.89,0.156,Police Officer,Affluent
SEG801671,22,1942814.0,40046.0,5,13.9,East,0.77,0.138,Police Officer,HighNetWorth
SEG801672,55,325940.0,6628.0,4,0.3,East,0.93,0.344,Plumber,Budget
SEG801673,64,751669.0,38342.0,6,0.2,East,0.11,0.184,Welder,Affluent
SEG801674,74,238185.0,2890.0,2,10.0,South,0.94,0.129,Security Guard,Budget
SEG801675,32,314520.0,16286.0,3,7.6,South,0.3,0.063,Carpenter,Mainstream
SEG801676,42,226696.0,6702.0,1,0.3,North,0.2,0.135,Doctor,Budget
SEG801677,68,465395.0,19126.0,2,0.5,South,0.7,0.374,Welder,Mainstream
SEG801678,31,260559.0,6108.0,5,7.2,Central,0.0,0.456,Software Developer,Budget
SEG801679,28,764019.0,44129.0,2,2.6,East,0.97,0.245,Security Guard,Affluent
SEG801680,66,62204.0,2790.0,5,21.3,East,0.5,0.153,Doctor,Budget
SEG801681,74,1057568.0,38926.0,6,5.1,West,0.52,0.493,Accountant,HighNetWorth
SEG801682,54,595526.0,17186.0,5,0.5,East,0.61,0.32,Tailor,Mainstream
SEG801683,56,1005274.0,24764.0,2,0.8,Central,0.34,0.126,Pharmacist,Affluent
SEG801684,43,166219.0,9744.0,6,2.4,Central,0.28,0.118,Nurse,Budget
SEG801685,52,184083.0,10813.0,1,4.9,North,0.05,0.057,Driver,Budget
SEG801686,51,,6749.0,3,8.4,South,0.73,0.096,Chef,Budget
SEG801687,29,224007.0,9801.0,1,1.5,Central,0.76,0.349,Engineer,Budget
SEG801688,38,834264.0,33856.0,1,2.6,Central,0.17,0.129,Teacher,Affluent
SEG801689,24,161886.0,2497.0,3,7.0,East,0.1,0.111,Accountant,Budget
SEG801690,66,567321.0,16144.0,4,11.1,East,0.31,0.371,Banker,Mainstream
SEG801691,71,,12931.0,2,8.0,West,0.8,0.253,Salesperson,Budget
SEG801692,51,438767.0,15816.0,6,8.7,Central,0.09,0.044,Architect,Mainstream
SEG801693,74,539992.0,9914.0,1,8.8,West,0.48,0.226,Driver,Mainstream
SEG801694,76,2334569.0,47496.0,1,0.1,West,0.96,0.115,Tailor,HighNetWorth
SEG801695,44,256190.0,6844.0,5,0.8,East,0.02,0.114,Banker,Budget
SEG801696,29,535023.0,17656.0,4,6.1,Central,0.23,0.251,Nurse,Mainstream
SEG801697,75,359223.0,12883.0,6,1.4,South,0.57,0.078,Lawyer,Mainstream
SEG801698,47,702728.0,25393.0,3,4.8,West,0.57,0.128,Accountant,Affluent
SEG801699,44,399784.0,6791.0,6,2.0,West,0.75,0.197,Electrician,Mainstream
SEG801700,36,331421.0,6026.0,2,6.8,North,0.11,0.266,Nurse,Budget
SEG801701,77,515186.0,27414.0,4,4.1,Central,,0.215,Carpenter,Affluent
SEG801702,78,1052853.0,26910.0,1,0.8,Central,0.19,0.208,Salesperson,Affluent
SEG801703,71,783147.0,44469.0,3,1.5,Central,0.43,0.125,Architect,Affluent
SEG801704,53,1132973.0,59436.0,5,7.6,South,0.3,0.246,Doctor,HighNetWorth
SEG801705,79,987980.0,39373.0,2,0.1,East,0.41,0.039,Salesperson,Affluent
SEG801706,40,966353.0,25208.0,3,1.9,South,0.21,0.459,Engineer,Affluent
SEG801707,56,179772.0,5149.0,3,0.5,East,0.39,0.281,Engineer,Budget
SEG801708,53,258071.0,3455.0,4,1.4,Central,0.27,0.081,Mechanic,Budget
SEG801709,41,468367.0,16990.0,2,3.5,North,0.06,0.135,Plumber,Mainstream
SEG801710,22,670614.0,33051.0,5,1.1,North,0.77,0.23,Electrician,Affluent
SEG801711,56,285307.0,9815.0,2,20.1,South,0.31,0.105,Lawyer,Budget
SEG801712,34,144873.0,6021.0,1,6.1,South,0.59,0.109,Driver,Budget
SEG801713,64,542278.0,25712.0,6,2.6,Central,0.99,0.199,Driver,Affluent
SEG801714,68,682341.0,17371.0,1,6.3,East,0.69,0.198,Driver,Mainstream
SEG801715,66,209168.0,9172.0,5,22.6,South,0.22,0.05,Tailor,Budget
SEG801716,52,328795.0,5417.0,5,6.0,East,0.24,0.06,Banker,Budget
SEG801717,27,164790.0,6058.0,1,2.3,West,0.16,0.109,Tailor,Budget
SEG801718,73,677790.0,30501.0,4,1.4,West,0.24,0.355,Lawyer,Affluent
SEG801719,57,313103.0,9193.0,1,1.7,East,0.75,0.181,Salesperson,Budget
SEG801720,39,722731.0,26315.0,6,8.9,South,0.36,0.248,Accountant,Affluent
SEG801721,50,942799.0,17323.0,4,9.9,Central,0.96,0.632,Welder,Affluent
SEG801722,42,743551.0,26412.0,6,9.3,South,0.83,0.042,Doctor,Affluent
SEG801723,36,178461.0,7836.0,2,1.6,North,0.38,0.404,Police Officer,Budget
SEG801724,67,277585.0,9219.0,6,4.4,Central,0.64,0.146,Civil Servant,Budget
SEG801725,37,73935.0,3249.0,1,2.3,North,0.25,0.093,Carpenter,Budget
SEG801726,64,339338.0,16615.0,2,0.9,West,,0.21,Plumber,Mainstream
SEG801727,59,750811.0,42023.0,2,1.6,South,0.27,0.502,Nurse,Affluent
SEG801728,29,226560.0,8264.0,6,5.1,Central,0.44,0.38,Chef,Budget
SEG801729,37,1048013.0,29660.0,4,7.0,West,0.08,0.207,Doctor,Affluent
SEG801730,78,888795.0,25344.0,2,2.2,East,0.96,0.229,Security Guard,Affluent
SEG801731,27,504451.0,22236.0,2,8.1,West,0.21,0.299,Electrician,Mainstream
SEG801732,24,570191.0,23467.0,4,3.0,North,0.61,0.215,Security Guard,Mainstream
SEG801733,56,261933.0,3444.0,2,2.3,Central,0.18,0.077,Nurse,Budget
SEG801734,53,179403.0,4389.0,2,5.7,West,0.96,0.142,Chef,Budget
SEG801735,50,236288.0,11606.0,2,3.7,South,0.92,0.145,Plumber,Budget
SEG801736,40,1194999.0,55659.0,5,0.1,North,0.97,0.017,Nurse,HighNetWorth
SEG801737,26,216725.0,3094.0,1,1.4,North,0.38,0.176,Civil Servant,Budget
SEG801738,63,,35372.0,4,4.4,South,0.53,0.21,Civil Servant,Affluent
SEG801739,56,1362674.0,17581.0,5,15.8,North,0.92,0.297,Engineer,Affluent
SEG801740,21,700111.0,29230.0,3,5.6,East,0.12,0.048,Software Developer,Affluent
SEG801741,56,158164.0,4721.0,3,3.6,West,0.07,0.18,Software Developer,Budget
SEG801742,44,1998972.0,116997.0,2,8.6,Central,0.97,0.312,Security Guard,HighNetWorth
SEG801743,33,448313.0,14815.0,2,0.2,North,0.13,0.372,Plumber,Mainstream
SEG801744,63,395968.0,13207.0,5,1.2,East,0.32,0.289,Architect,Mainstream
SEG801745,68,252359.0,13701.0,3,0.5,West,0.22,0.069,Accountant,Budget
SEG801746,53,613799.0,14841.0,4,1.7,Central,0.47,0.095,Lawyer,Mainstream
SEG801747,30,996841.0,38711.0,3,4.3,North,0.5,0.226,Architect,Affluent
SEG801748,64,661676.0,39655.0,2,0.1,South,0.45,0.079,Carpenter,Affluent
SEG801749,65,462466.0,25754.0,3,1.7,West,0.03,0.231,Pharmacist,Mainstream
SEG801750,38,,15461.0,4,27.0,East,0.54,0.228,Welder,Mainstream
SEG801751,25,274756.0,9137.0,2,4.6,West,0.01,0.298,Mechanic,Budget
SEG801752,36,532414.0,6036.0,6,9.9,East,0.69,0.164,Software Developer,Mainstream
SEG801753,57,1056327.0,43254.0,2,2.6,East,0.13,0.249,Tailor,HighNetWorth
SEG801754,46,616740.0,14707.0,6,4.0,North,0.22,0.228,Farmer,Mainstream
SEG801755,72,793593.0,41009.0,4,9.1,South,0.98,0.074,Welder,Affluent
SEG801756,78,145575.0,3333.0,5,3.1,East,0.02,0.334,Chef,Budget
SEG801757,50,710413.0,11825.0,2,17.3,South,0.15,0.14,Plumber,Mainstream
SEG801758,38,291320.0,6291.0,6,6.8,East,0.52,0.075,Software Developer,Budget
SEG801759,36,435471.0,16499.0,4,11.6,West,0.31,0.147,Pharmacist,Mainstream
SEG801760,67,366019.0,10989.0,3,2.5,North,0.88,0.162,Accountant,Budget
SEG801761,69,498416.0,24600.0,5,14.9,West,0.08,0.037,Lawyer,Mainstream
SEG801762,23,472630.0,9342.0,6,17.9,South,0.26,0.088,Driver,Mainstream
SEG801763,38,286767.0,10748.0,6,6.1,West,0.78,0.088,Electrician,Mainstream
SEG801764,74,633663.0,12994.0,3,0.4,North,0.36,0.368,Shop Owner,Mainstream
SEG801765,46,812168.0,35525.0,1,12.2,Central,0.03,0.083,Engineer,Affluent
SEG801766,41,546193.0,25117.0,2,14.5,South,0.51,0.262,Accountant,Mainstream
SEG801767,27,594105.0,35055.0,5,7.9,Central,0.87,0.339,Nurse,Affluent
SEG801768,78,201640.0,10005.0,6,1.3,Central,0.57,0.061,Carpenter,Budget
SEG801769,51,212839.0,3356.0,5,10.0,West,0.48,0.299,Welder,Budget
SEG801770,60,2074616.0,97627.0,1,1.7,Central,0.16,0.185,Teacher,HighNetWorth
SEG801771,71,189603.0,6210.0,5,2.0,Central,0.57,0.177,Farmer,Budget
SEG801772,36,417304.0,10791.0,3,0.8,East,0.17,0.329,Architect,Mainstream
SEG801773,51,510467.0,8531.0,1,10.7,West,0.37,0.099,Banker,Mainstream
SEG801774,59,210763.0,11859.0,6,1.5,North,0.42,0.1,Electrician,Budget
SEG801775,67,222416.0,12275.0,3,0.8,East,0.37,0.118,Accountant,Budget
SEG801776,35,561213.0,10441.0,5,2.3,West,0.13,0.347,Software Developer,Mainstream
SEG801777,30,1489196.0,45747.0,4,6.9,East,0.95,0.119,Shop Owner,HighNetWorth
SEG801778,58,157174.0,8280.0,4,3.8,Central,0.67,0.173,Security Guard,Budget
SEG801779,70,133486.0,3475.0,2,0.8,South,0.87,0.33,Teacher,Budget
SEG801780,41,134452.0,4074.0,1,1.5,East,0.34,0.139,Architect,Budget
SEG801781,42,508470.0,23772.0,5,6.1,Central,,0.018,Pharmacist,Mainstream
SEG801782,60,413976.0,4688.0,2,12.7,East,0.22,0.272,Civil Servant,Budget
SEG801783,47,156831.0,2425.0,4,2.2,East,0.1,0.168,Software Developer,Budget
SEG801784,55,,16537.0,5,2.8,West,0.5,0.091,Nurse,Mainstream
SEG801785,27,1438472.0,53221.0,1,4.0,Central,0.87,0.356,Teacher,HighNetWorth
SEG801786,69,478677.0,5615.0,2,2.2,West,0.07,0.183,Pharmacist,Mainstream
SEG801787,66,132094.0,4813.0,1,2.7,East,0.59,0.081,Pharmacist,Budget
SEG801788,55,753765.0,38647.0,4,10.2,East,0.21,0.171,Driver,Affluent
SEG801789,55,1691150.0,46017.0,1,4.4,South,0.18,0.344,Carpenter,HighNetWorth
SEG801790,28,351662.0,5850.0,4,0.1,Central,,0.026,Police Officer,Budget
SEG801791,62,3745549.0,126875.0,5,2.0,West,0.19,0.129,Carpenter,HighNetWorth
SEG801792,26,258181.0,12918.0,5,4.0,Central,0.58,0.091,Architect,Budget
SEG801793,70,405369.0,15062.0,1,5.4,East,0.71,0.135,Electrician,Mainstream
SEG801794,75,533764.0,26561.0,1,1.1,South,0.48,0.099,Architect,Mainstream
SEG801795,25,119386.0,5662.0,3,3.6,East,0.8,0.215,Shop Owner,Budget
SEG801796,52,333583.0,13869.0,2,3.0,South,0.96,0.091,Farmer,Mainstream
SEG801797,41,611250.0,27539.0,2,0.8,Central,0.45,0.204,Lawyer,Mainstream
SEG801798,52,297645.0,13944.0,3,7.0,South,0.08,0.103,Accountant,Mainstream
SEG801799,68,1134954.0,56999.0,3,4.3,Central,0.81,0.194,Software Developer,HighNetWorth
SEG801800,27,781262.0,44364.0,2,4.4,Central,0.17,0.101,Nurse,Affluent
SEG801801,38,,3945.0,3,1.7,South,0.57,0.101,Lawyer,Budget
SEG801802,61,886053.0,32126.0,1,1.8,East,0.94,0.146,Banker,Affluent
SEG801803,21,777045.0,18475.0,5,6.5,East,0.29,0.151,Doctor,Affluent
SEG801804,32,415720.0,8571.0,3,0.6,Central,0.46,0.102,Software Developer,Mainstream
SEG801805,37,415998.0,12785.0,3,1.1,East,0.89,0.205,Architect,Mainstream
SEG801806,62,1202083.0,24267.0,1,26.8,North,0.42,0.161,Banker,Affluent
SEG801807,63,107381.0,4544.0,5,1.5,North,0.91,0.558,Tailor,Budget
SEG801808,62,937101.0,17221.0,1,2.5,Central,0.01,0.217,Security Guard,Affluent
SEG801809,22,862467.0,48107.0,5,9.0,North,0.89,0.136,Nurse,HighNetWorth
SEG801810,61,1149558.0,49621.0,4,4.2,North,0.13,0.203,Salesperson,HighNetWorth
SEG801811,60,612470.0,27483.0,4,4.0,North,0.54,0.128,Security Guard,Affluent
SEG801812,75,1303868.0,52525.0,3,2.0,Central,0.17,0.142,Pharmacist,HighNetWorth
SEG801813,45,385830.0,11447.0,2,2.4,West,0.87,0.16,Electrician,Mainstream
SEG801814,61,939391.0,48088.0,4,5.1,North,0.76,0.171,Mechanic,HighNetWorth
SEG801815,38,517618.0,28567.0,1,35.0,East,0.68,0.278,Salesperson,Affluent
SEG801816,50,282081.0,6567.0,6,1.3,North,0.64,0.101,Civil Servant,Budget
SEG801817,50,480002.0,23399.0,3,6.3,West,0.05,0.233,Shop Owner,Mainstream
SEG801818,36,374370.0,9183.0,4,6.3,West,0.94,0.029,Nurse,Mainstream
SEG801819,34,1277747.0,37462.0,3,5.0,Central,0.44,0.167,Plumber,HighNetWorth
SEG801820,50,851641.0,13502.0,3,1.3,Central,0.56,0.49,Farmer,Mainstream
SEG801821,63,198330.0,10540.0,6,2.5,East,0.41,0.282,Accountant,Budget
SEG801822,26,443752.0,20769.0,2,19.8,South,0.64,0.201,Driver,Mainstream
SEG801823,49,248360.0,8632.0,4,0.6,East,0.2,0.076,Software Developer,Budget
SEG801824,49,214237.0,11496.0,1,1.3,West,0.44,0.213,Farmer,Budget
SEG801825,64,520089.0,14293.0,1,18.3,South,0.68,0.237,Civil Servant,Mainstream
SEG801826,75,610949.0,10982.0,4,11.6,South,0.62,0.135,Carpenter,Mainstream
SEG801827,64,1226962.0,41026.0,4,1.0,North,0.5,0.179,Welder,HighNetWorth
SEG801828,59,350327.0,12094.0,4,4.8,South,0.79,0.124,Security Guard,Mainstream
SEG801829,23,912644.0,48103.0,5,0.2,West,0.3,0.161,Software Developer,HighNetWorth
SEG801830,76,810985.0,47213.0,3,0.3,West,0.73,0.254,Driver,Affluent
SEG801831,32,584878.0,28614.0,2,1.2,South,0.96,0.112,Nurse,Affluent
SEG801832,30,422944.0,13868.0,3,2.2,East,0.68,0.306,Shop Owner,Mainstream
SEG801833,79,206989.0,3892.0,2,8.2,East,0.18,0.119,Pharmacist,Budget
SEG801834,33,1985214.0,96656.0,4,5.8,South,0.11,0.296,Mechanic,HighNetWorth
SEG801835,56,,20363.0,6,3.2,Central,0.03,0.02,Lawyer,Affluent
SEG801836,56,1021772.0,14294.0,1,0.3,East,0.13,0.388,Nurse,Affluent
SEG801837,50,504299.0,25121.0,4,9.7,South,0.18,0.21,Welder,Mainstream
SEG801838,31,612140.0,36591.0,5,4.5,West,0.97,0.184,Tailor,Affluent
SEG801839,62,434999.0,10586.0,5,1.9,West,0.35,0.187,Pharmacist,Mainstream
SEG801840,41,258707.0,6584.0,2,0.6,South,0.78,0.251,Electrician,Budget
SEG801841,22,518756.0,30765.0,3,7.8,Central,0.79,0.224,Electrician,Affluent
SEG801842,46,503376.0,10780.0,5,1.0,South,0.58,0.068,Software Developer,Mainstream
SEG801843,29,198891.0,3222.0,2,2.0,North,0.58,0.179,Doctor,Budget
SEG801844,79,1273704.0,64780.0,6,1.4,West,0.56,0.222,Civil Servant,HighNetWorth
SEG801845,44,131442.0,6645.0,1,3.6,East,0.29,0.071,Civil Servant,Budget
SEG801846,77,591682.0,34661.0,6,2.0,Central,0.55,0.049,Shop Owner,Affluent
SEG801847,57,755420.0,36613.0,6,3.1,West,0.86,0.102,Tailor,Affluent
SEG801848,53,375774.0,14335.0,1,2.8,Central,0.1,0.007,Pharmacist,Mainstream
SEG801849,76,424163.0,14607.0,5,5.0,East,0.47,0.203,Doctor,Mainstream
SEG801850,47,564611.0,29810.0,3,7.1,East,0.84,0.237,Accountant,Affluent
SEG801851,59,2948169.0,165184.0,4,10.2,West,0.62,0.295,Accountant,HighNetWorth
SEG801852,39,405193.0,13912.0,3,8.1,Central,0.89,0.177,Teacher,Mainstream
SEG801853,70,287223.0,7976.0,2,6.0,South,0.98,0.393,Electrician,Budget
SEG801854,68,424572.0,16739.0,1,2.0,East,0.88,0.122,Tailor,Mainstream
SEG801855,74,276756.0,5170.0,5,22.8,Central,0.06,0.199,Salesperson,Budget
SEG801856,35,75536.0,2996.0,1,16.5,West,0.72,0.065,Security Guard,Budget
SEG801857,61,210105.0,4062.0,2,0.7,North,0.76,0.103,Salesperson,Budget
SEG801858,49,536121.0,28286.0,4,4.2,West,0.07,0.059,Driver,Mainstream
SEG801859,44,1395397.0,42598.0,1,1.9,West,0.97,0.264,Civil Servant,HighNetWorth
SEG801860,73,438998.0,4659.0,5,1.2,North,0.53,0.178,Pharmacist,Budget
SEG801861,75,360728.0,11528.0,4,1.3,Central,0.45,0.183,Security Guard,Mainstream
SEG801862,61,334530.0,19006.0,3,10.7,West,0.76,0.121,Teacher,Mainstream
SEG801863,53,1276489.0,60190.0,1,1.7,East,0.13,0.141,Tailor,HighNetWorth
SEG801864,26,1213920.0,12555.0,1,3.9,East,0.09,0.084,Security Guard,Affluent
SEG801865,54,151278.0,3745.0,5,3.6,Central,0.49,0.15,Carpenter,Budget
SEG801866,68,240306.0,10086.0,4,3.1,North,0.96,0.098,Teacher,Budget
SEG801867,62,229527.0,6273.0,3,3.4,South,0.2,0.096,Pharmacist,Budget
SEG801868,34,449621.0,14329.0,2,9.0,East,0.97,0.316,Welder,Mainstream
SEG801869,43,219719.0,2258.0,2,7.0,South,0.54,0.239,Civil Servant,Budget
SEG801870,32,362503.0,7524.0,3,10.5,Central,0.04,0.237,Shop Owner,Budget
SEG801871,33,246110.0,8545.0,4,6.8,South,,0.026,Plumber,Budget
SEG801872,39,,6241.0,5,2.2,East,0.08,0.392,Tailor,Budget
SEG801873,30,1722929.0,21235.0,6,19.0,South,0.53,0.113,Civil Servant,HighNetWorth
SEG801874,46,77341.0,1885.0,3,1.6,North,0.36,0.306,Teacher,Budget
SEG801875,48,840008.0,17169.0,6,1.8,North,0.73,0.069,Accountant,Affluent
SEG801876,58,405888.0,16080.0,2,0.3,South,0.62,0.132,Accountant,Mainstream
SEG801877,50,518313.0,15300.0,5,7.3,North,,0.257,Banker,Mainstream
SEG801878,21,385487.0,3870.0,6,10.3,North,0.64,0.223,Pharmacist,Budget
SEG801879,72,1517836.0,74266.0,6,0.6,West,0.26,0.17,Banker,HighNetWorth
SEG801880,46,801692.0,42343.0,4,20.4,South,0.54,0.055,Lawyer,Affluent
SEG801881,74,641173.0,27607.0,3,23.0,North,0.84,0.156,Nurse,Affluent
SEG801882,29,2077129.0,31831.0,4,3.3,Central,0.32,0.174,Electrician,HighNetWorth
SEG801883,43,362017.0,4821.0,1,3.7,West,0.5,0.486,Security Guard,Budget
SEG801884,32,520129.0,5210.0,6,0.7,West,0.58,0.067,Police Officer,Mainstream
SEG801885,60,511742.0,17188.0,4,10.2,East,0.46,0.181,Mechanic,Mainstream
SEG801886,51,193141.0,3408.0,4,5.5,East,0.13,0.167,Shop Owner,Budget
SEG801887,53,737021.0,15431.0,2,1.7,West,0.24,0.075,Accountant,Mainstream
SEG801888,61,729736.0,16644.0,6,8.2,East,0.88,0.308,Lawyer,Affluent
SEG801889,21,929486.0,26575.0,1,0.9,West,0.91,0.019,Mechanic,Affluent
SEG801890,48,840590.0,10858.0,6,1.3,East,0.01,0.277,Engineer,Affluent
SEG801891,55,371245.0,8705.0,3,8.9,West,0.66,0.344,Doctor,Mainstream
SEG801892,30,436758.0,22525.0,5,1.1,Central,0.7,0.057,Security Guard,Mainstream
SEG801893,51,332692.0,6122.0,1,7.5,South,0.34,0.188,Tailor,Budget
SEG801894,35,1823860.0,64714.0,1,0.6,South,0.11,0.29,Civil Servant,HighNetWorth
SEG801895,30,324878.0,10293.0,5,4.8,Central,0.51,0.24,Lawyer,Mainstream
SEG801896,43,584627.0,14280.0,4,7.3,Central,0.88,0.393,Engineer,Mainstream
SEG801897,48,559667.0,9303.0,4,8.0,South,0.56,0.139,Pharmacist,Mainstream
SEG801898,24,95546.0,3270.0,4,3.7,Central,0.74,0.224,Accountant,Budget
SEG801899,37,,1430.0,2,20.4,North,0.18,0.15,Architect,Budget
SEG801900,23,1574266.0,43046.0,4,0.8,East,0.58,0.094,Chef,HighNetWorth
SEG801901,64,271426.0,6950.0,1,10.1,North,0.54,0.092,Salesperson,Budget
SEG801902,53,753649.0,44121.0,2,6.2,Central,0.72,0.188,Mechanic,Affluent
SEG801903,37,441839.0,9762.0,3,4.8,Central,0.22,0.372,Mechanic,Mainstream
SEG801904,74,242299.0,7728.0,6,12.4,West,0.02,0.255,Chef,Budget
SEG801905,42,357502.0,10022.0,6,19.2,West,0.03,0.222,Architect,Mainstream
SEG801906,34,953137.0,57177.0,6,7.9,West,0.68,0.173,Architect,HighNetWorth
SEG801907,55,463619.0,18846.0,2,3.0,Central,0.07,0.26,Driver,Mainstream
SEG801908,31,4893474.0,277834.0,6,7.7,Central,0.12,0.154,Nurse,HighNetWorth
SEG801909,47,267927.0,3714.0,3,0.4,South,0.39,0.057,Shop Owner,Budget
SEG801910,38,816655.0,47183.0,1,3.4,West,0.75,0.141,Engineer,Affluent
SEG801911,61,693215.0,37306.0,3,1.3,South,0.02,0.252,Doctor,Affluent
SEG801912,30,252442.0,10232.0,5,8.0,North,0.97,0.132,Accountant,Budget
SEG801913,22,,12717.0,3,2.8,East,0.35,0.111,Teacher,Budget
SEG801914,67,200817.0,7125.0,2,1.2,North,0.7,0.145,Nurse,Budget
SEG801915,71,192679.0,4651.0,2,2.7,West,0.05,0.276,Banker,Budget
SEG801916,70,211237.0,8087.0,4,0.9,South,0.2,0.432,Welder,Budget
SEG801917,25,436753.0,22474.0,4,2.6,South,0.25,0.378,Shop Owner,Mainstream
SEG801918,78,85833.0,1528.0,6,13.3,North,0.45,0.184,Banker,Budget
SEG801919,48,236407.0,7749.0,4,11.4,East,0.24,0.147,Security Guard,Budget
SEG801920,38,449490.0,8550.0,6,1.9,South,0.92,0.163,Lawyer,Mainstream
SEG801921,71,414856.0,6246.0,3,5.1,Central,0.65,0.348,Pharmacist,Mainstream
SEG801922,66,362594.0,16740.0,2,1.2,East,0.08,0.518,Engineer,Mainstream
SEG801923,72,466568.0,18730.0,6,3.6,East,0.8,0.199,Driver,Mainstream
