claim_id,claim_amount,incident_type,region,policy_age_months,claimant_age,injuries,vehicle_damage_score,num_parties,severity
SEV900835,6442.0,Accident,West,41,53,0,0.4,4,Minor
SEV900836,73781.0,Accident,North,89,52,0,8.0,1,Moderate
SEV900837,46001.0,Fire,East,237,64,0,1.4,2,Minor
SEV900838,3768.0,Weather,North,98,46,0,7.4,1,Minor
SEV900839,31831.0,Liability,Central,169,73,0,3.4,1,Moderate
SEV900840,45907.0,Accident,Central,8,41,0,9.0,2,Moderate
SEV900841,5210.0,Liability,North,140,79,3,4.3,3,Severe
SEV900842,29775.0,Theft,North,69,30,0,8.6,3,Moderate
SEV900843,26481.0,Accident,West,67,28,0,0.9,3,Minor
SEV900844,6206.0,Liability,South,190,67,0,2.4,4,Minor
SEV900845,56462.0,Accident,East,199,42,1,9.8,1,Severe
SEV900846,21855.0,Fire,East,8,79,1,0.3,1,Minor
SEV900847,128119.0,Accident,South,140,42,1,3.6,3,Moderate
SEV900848,70557.0,Liability,East,211,50,0,0.3,4,Minor
SEV900849,14633.0,Fire,South,87,68,1,3.5,3,Minor
SEV900850,51877.0,Accident,North,181,68,0,7.1,2,Moderate
SEV900851,89927.0,Accident,East,223,48,0,7.1,3,Severe
SEV900852,17549.0,Theft,North,235,44,1,9.8,2,Severe
SEV900853,,Fire,West,58,30,0,4.8,4,Minor
SEV900854,80170.0,Accident,West,218,62,0,8.3,2,Moderate
SEV900855,21201.0,Liability,South,142,36,0,5.5,1,Minor
SEV900856,49375.0,Theft,East,155,36,0,8.4,3,Severe
SEV900857,27518.0,Weather,East,142,53,0,3.0,1,Minor
SEV900858,36975.0,Weather,Central,215,48,0,3.4,1,Minor
SEV900859,30511.0,Accident,West,198,18,0,7.7,3,Moderate
SEV900860,31660.0,Fire,West,149,64,0,9.7,2,Moderate
SEV900861,11463.0,Weather,South,180,38,0,5.8,4,Moderate
SEV900862,,Accident,West,5,36,0,0.2,3,Minor
SEV900863,10285.0,Fire,South,161,70,0,7.9,2,Moderate
SEV900864,28247.0,Weather,West,238,53,0,7.9,4,Severe
SEV900865,5281.0,Accident,East,221,62,1,6.6,3,Moderate
SEV900866,39551.0,Weather,West,156,70,0,0.3,4,Minor
SEV900867,12120.0,Accident,North,232,50,0,0.3,4,Minor
SEV900868,5975.0,Accident,East,106,56,0,4.7,1,Minor
SEV900869,7506.0,Fire,East,79,56,2,3.6,4,Severe
SEV900870,10028.0,Accident,East,31,23,1,0.6,1,Minor
SEV900871,,Weather,North,55,48,3,1.6,3,Severe
SEV900872,35824.0,Weather,East,33,31,1,8.0,3,Severe
SEV900873,49980.0,Accident,South,39,19,0,7.8,3,Moderate
SEV900874,15461.0,Weather,North,101,31,1,3.1,4,Moderate
SEV900875,20993.0,Weather,East,31,67,0,3.1,1,Minor
SEV900876,110058.0,Fire,Central,180,75,1,0.5,3,Moderate
SEV900877,7256.0,Accident,Central,63,23,0,4.0,1,Minor
SEV900878,17134.0,Accident,South,159,55,0,5.1,2,Moderate
SEV900879,19012.0,Liability,Central,122,59,1,1.9,3,Moderate
SEV900880,41156.0,Theft,South,6,32,0,3.1,3,Minor
SEV900881,12874.0,Accident,Central,106,20,0,5.5,2,Minor
SEV900882,34080.0,Weather,Central,64,54,0,1.4,4,Minor
SEV900883,13028.0,Weather,East,214,37,0,5.3,2,Moderate
SEV900884,112459.0,Liability,West,99,25,1,4.0,2,Severe
SEV900885,22607.0,Liability,South,82,42,0,9.4,3,Moderate
SEV900886,26981.0,Accident,South,204,48,0,3.9,2,Minor
SEV900887,18006.0,Accident,South,15,57,0,0.7,3,Minor
SEV900888,442736.0,Accident,South,168,51,1,3.9,1,Severe
SEV900889,6776.0,Liability,Central,239,33,0,2.0,1,Minor
SEV900890,12654.0,Liability,East,87,34,1,2.0,2,Minor
SEV900891,38284.0,Fire,East,212,69,0,9.7,3,Moderate
SEV900892,147810.0,Weather,Central,41,70,0,4.1,3,Moderate
SEV900893,34119.0,Fire,North,1,54,0,6.1,4,Severe
SEV900894,14699.0,Accident,West,11,59,2,4.0,2,Moderate
SEV900895,252442.0,Accident,Central,82,55,0,4.3,4,Severe
SEV900896,8564.0,Accident,West,95,26,0,3.0,4,Minor
SEV900897,4515.0,Accident,Central,158,25,0,5.4,4,Minor
SEV900898,24260.0,Theft,West,176,35,1,0.3,1,Minor
SEV900899,25454.0,Liability,West,202,72,0,9.9,2,Moderate
SEV900900,68056.0,Fire,East,43,79,0,8.7,2,Severe
SEV900901,26465.0,Theft,West,119,62,0,1.1,3,Minor
SEV900902,14248.0,Accident,East,96,63,1,7.1,3,Moderate
SEV900903,12331.0,Weather,West,157,21,1,0.6,1,Moderate
SEV900904,65627.0,Accident,North,75,59,0,4.0,1,Minor
SEV900905,26982.0,Theft,South,112,47,0,2.1,3,Minor
SEV900906,42728.0,Weather,North,190,20,0,9.8,3,Severe
SEV900907,28153.0,Liability,North,6,47,0,4.4,2,Minor
SEV900908,213705.0,Fire,North,80,39,0,9.1,3,Severe
SEV900909,95271.0,Accident,North,113,66,0,6.3,1,Minor
SEV900910,59564.0,Accident,Central,28,36,0,6.0,4,Moderate
SEV900911,21955.0,Accident,South,198,55,0,4.7,2,Minor
SEV900912,97365.0,Liability,Central,17,72,0,4.9,2,Minor
SEV900913,12261.0,Accident,East,84,45,1,5.5,2,Moderate
SEV900914,,Accident,South,90,39,0,2.9,4,Minor
SEV900915,11252.0,Fire,South,21,54,1,2.2,4,Moderate
SEV900916,182258.0,Accident,Central,161,22,0,7.0,1,Severe
SEV900917,58605.0,Accident,South,39,29,1,7.1,4,Moderate
SEV900918,4547.0,Accident,Central,65,24,1,6.5,2,Moderate
SEV900919,48116.0,Weather,Central,37,54,1,5.5,1,Moderate
SEV900920,15697.0,Accident,East,149,49,0,2.7,2,Minor
SEV900921,34679.0,Liability,East,42,47,1,1.7,3,Moderate
SEV900922,35533.0,Weather,East,90,67,0,8.7,4,Severe
SEV900923,24700.0,Theft,West,92,37,0,1.6,1,Minor
SEV900924,27100.0,Weather,West,93,63,1,8.4,1,Severe
SEV900925,44224.0,Accident,South,93,30,0,3.8,2,Minor
SEV900926,30014.0,Theft,North,40,19,1,9.1,1,Severe
SEV900927,9452.0,Theft,East,155,69,1,2.8,2,Moderate
SEV900928,43988.0,Liability,West,182,18,0,0.4,2,Minor
SEV900929,21273.0,Fire,South,30,18,0,4.7,4,Moderate
SEV900930,34530.0,Fire,Central,114,58,1,5.0,2,Severe
SEV900931,17627.0,Weather,East,62,49,0,4.9,4,Minor
SEV900932,21118.0,Accident,South,6,38,0,0.2,1,Minor
SEV900933,8533.0,Accident,Central,68,22,0,,1,Minor
SEV900934,44293.0,Theft,North,74,37,1,7.4,4,Moderate
SEV900935,13801.0,Fire,South,160,56,0,0.2,3,Minor
SEV900936,8265.0,Theft,East,189,50,1,5.0,3,Minor
SEV900937,31239.0,Liability,Central,95,68,1,0.2,3,Moderate
SEV900938,47187.0,Accident,East,79,18,0,0.8,1,Minor
SEV900939,,Accident,Central,64,52,0,4.8,4,Minor
SEV900940,88656.0,Accident,West,56,39,0,4.0,2,Minor
SEV900941,48102.0,Theft,Central,89,41,1,0.2,3,Minor
SEV900942,,Accident,North,85,66,0,0.2,3,Minor
SEV900943,81365.0,Accident,South,206,70,0,0.7,1,Minor
SEV900944,75672.0,Fire,West,83,67,0,2.2,1,Minor
SEV900945,4656.0,Weather,West,98,72,0,5.7,3,Minor
SEV900946,8753.0,Accident,Central,122,49,0,7.1,2,Minor
SEV900947,77977.0,Accident,North,103,41,0,6.5,3,Moderate
SEV900948,46819.0,Accident,North,209,44,1,0.3,1,Minor
SEV900949,19245.0,Weather,North,84,78,0,2.0,2,Minor
SEV900950,15839.0,Accident,South,171,51,0,8.4,3,Moderate
SEV900951,16659.0,Weather,South,105,21,0,5.0,1,Minor
SEV900952,93039.0,Theft,East,93,55,2,4.2,2,Severe
SEV900953,23569.0,Accident,Central,151,48,3,6.8,3,Severe
SEV900954,17211.0,Accident,South,112,30,0,9.4,3,Moderate
SEV900955,6837.0,Weather,West,218,51,0,3.5,4,Minor
SEV900956,4876.0,Theft,East,163,69,0,2.1,2,Minor
SEV900957,54983.0,Accident,Central,106,23,0,3.8,2,Minor
SEV900958,17021.0,Fire,Central,3,49,1,5.4,2,Minor
SEV900959,30129.0,Fire,North,210,42,0,9.3,1,Moderate
SEV900960,37292.0,Weather,East,235,54,0,0.4,2,Moderate
SEV900961,47011.0,Liability,North,31,56,0,7.5,3,Severe
SEV900962,45359.0,Accident,Central,83,27,1,9.6,1,Moderate
SEV900963,70660.0,Accident,West,35,39,0,1.2,3,Minor
SEV900964,31176.0,Theft,Central,216,70,1,9.9,4,Severe
SEV900965,26057.0,Weather,Central,89,66,0,8.7,4,Moderate
SEV900966,10856.0,Weather,East,107,39,1,6.1,1,Moderate
SEV900967,31727.0,Accident,East,42,27,0,4.2,4,Minor
SEV900968,12025.0,Accident,North,84,60,1,5.6,1,Moderate
SEV900969,11984.0,Theft,West,61,41,0,2.9,2,Minor
SEV900970,42767.0,Accident,South,53,64,0,4.0,3,Minor
SEV900971,6192.0,Accident,North,50,57,0,8.3,4,Minor
SEV900972,27622.0,Liability,Central,7,65,0,9.0,1,Minor
SEV900973,32890.0,Accident,South,22,36,0,9.8,4,Severe
SEV900974,21904.0,Accident,North,103,22,0,1.7,2,Minor
SEV900975,16375.0,Accident,South,85,31,1,4.6,4,Moderate
SEV900976,168638.0,Accident,South,236,33,0,7.0,1,Moderate
SEV900977,82183.0,Accident,East,197,52,0,,2,Minor
SEV900978,11213.0,Accident,South,50,71,0,7.9,3,Moderate
SEV900979,33852.0,Accident,West,104,34,0,5.7,3,Minor
SEV900980,20034.0,Accident,North,6,58,0,6.4,4,Moderate
SEV900981,27517.0,Weather,Central,134,37,0,4.1,1,Minor
SEV900982,17901.0,Accident,West,134,70,0,5.3,1,Moderate
SEV900983,15227.0,Accident,West,228,53,0,6.2,2,Minor
SEV900984,16229.0,Accident,East,95,52,0,5.4,4,Moderate
SEV900985,,Theft,North,235,68,0,4.4,2,Minor
SEV900986,13764.0,Accident,West,121,40,0,5.1,4,Minor
SEV900987,7688.0,Theft,North,236,36,1,6.2,2,Moderate
SEV900988,19197.0,Accident,East,227,50,0,1.0,1,Minor
SEV900989,13765.0,Fire,East,43,53,0,2.2,4,Minor
SEV900990,19194.0,Accident,North,35,65,0,7.9,3,Minor
SEV900991,25179.0,Liability,East,111,55,0,5.0,4,Minor
SEV900992,8569.0,Accident,North,220,36,0,8.5,3,Minor
SEV900993,89046.0,Theft,Central,69,32,0,3.4,2,Moderate
SEV900994,45980.0,Accident,South,20,42,0,3.4,3,Moderate
SEV900995,15238.0,Weather,East,37,20,0,9.4,3,Severe
SEV900996,36760.0,Fire,South,212,60,0,9.7,2,Moderate
SEV900997,40590.0,Accident,Central,195,49,0,6.8,3,Minor
SEV900998,91391.0,Theft,West,129,56,1,2.2,4,Moderate
SEV900999,101805.0,Theft,East,192,54,0,1.8,1,Minor
SEV901000,12465.0,Accident,North,11,57,2,7.9,1,Severe
SEV901001,29696.0,Accident,West,81,31,0,7.9,3,Moderate
SEV901002,60706.0,Fire,East,228,77,1,9.7,3,Severe
SEV901003,37340.0,Fire,North,99,18,0,4.1,1,Moderate
SEV901004,29428.0,Liability,East,94,21,0,1.4,2,Minor
SEV901005,,Weather,West,229,21,0,3.0,4,Minor
SEV901006,32834.0,Liability,Central,49,21,1,7.6,2,Moderate
SEV901007,35889.0,Theft,South,64,22,0,5.0,3,Minor
SEV901008,10640.0,Fire,Central,133,75,1,8.6,1,Severe
SEV901009,14199.0,Fire,South,206,44,1,8.9,3,Severe
SEV901010,94411.0,Theft,Central,89,33,0,2.2,3,Minor
SEV901011,11103.0,Weather,South,152,25,0,8.0,3,Minor
SEV901012,21283.0,Accident,West,189,34,0,7.0,4,Moderate
SEV901013,30918.0,Accident,South,133,20,0,9.6,4,Moderate
SEV901014,26840.0,Liability,North,37,57,1,1.5,1,Minor
SEV901015,68091.0,Accident,North,24,63,1,8.3,4,Severe
SEV901016,40173.0,Accident,South,3,58,0,4.0,4,Minor
SEV901017,6586.0,Accident,Central,150,64,0,1.0,1,Minor
SEV901018,36720.0,Accident,South,25,55,1,0.8,2,Minor
SEV901019,7465.0,Liability,North,224,20,0,7.1,3,Minor
SEV901020,16221.0,Weather,South,100,55,0,3.9,3,Minor
SEV901021,4880.0,Accident,North,197,58,1,9.5,1,Moderate
SEV901022,33437.0,Accident,East,233,31,1,,2,Severe
SEV901023,52530.0,Accident,North,63,53,1,8.2,2,Severe
SEV901024,34155.0,Accident,East,115,27,1,1.8,2,Moderate
SEV901025,44155.0,Accident,East,75,28,0,5.4,1,Minor
SEV901026,203594.0,Accident,Central,172,39,1,1.8,3,Moderate
SEV901027,50537.0,Accident,South,188,52,0,2.4,4,Minor
SEV901028,9563.0,Accident,North,226,76,1,7.0,2,Moderate
SEV901029,55735.0,Accident,North,183,25,1,3.6,1,Moderate
SEV901030,85948.0,Theft,West,62,48,0,6.3,3,Moderate
SEV901031,6800.0,Theft,North,94,76,0,7.2,2,Minor
SEV901032,17225.0,Fire,West,87,65,0,2.6,1,Minor
SEV901033,49875.0,Liability,Central,12,38,0,1.1,2,Minor
SEV901034,11537.0,Theft,East,99,38,0,1.8,2,Minor
SEV901035,15013.0,Accident,Central,213,25,1,8.8,4,Severe
SEV901036,71232.0,Theft,Central,116,35,1,5.5,3,Severe
SEV901037,63037.0,Liability,West,167,32,0,9.1,4,Moderate
SEV901038,,Weather,North,128,53,1,1.3,1,Moderate
SEV901039,7057.0,Liability,North,31,49,0,4.6,1,Minor
SEV901040,62931.0,Accident,North,150,59,0,3.4,3,Minor
SEV901041,20882.0,Accident,West,61,39,0,3.2,2,Minor
SEV901042,18314.0,Accident,South,84,78,0,4.4,1,Minor
SEV901043,2641.0,Weather,North,128,77,1,0.5,3,Minor
SEV901044,32378.0,Liability,Central,73,69,0,4.0,2,Minor
SEV901045,55761.0,Theft,Central,70,20,0,3.0,3,Minor
SEV901046,19250.0,Accident,West,146,32,0,6.7,2,Minor
SEV901047,9177.0,Weather,East,14,25,0,4.6,4,Minor
SEV901048,14120.0,Weather,Central,233,78,1,0.3,3,Minor
SEV901049,35680.0,Accident,North,58,36,0,6.6,3,Moderate
SEV901050,21026.0,Weather,Central,5,46,0,8.9,1,Moderate
SEV901051,83150.0,Weather,Central,100,78,0,8.3,1,Moderate
SEV901052,7550.0,Accident,East,200,34,0,5.3,1,Minor
SEV901053,5501.0,Accident,Central,158,54,0,9.4,2,Minor
SEV901054,15332.0,Weather,West,193,32,0,3.6,4,Moderate
SEV901055,20135.0,Accident,South,79,22,1,4.5,4,Moderate
SEV901056,2296.0,Weather,Central,159,18,1,9.8,3,Moderate
SEV901057,38915.0,Weather,North,155,41,0,2.6,4,Minor
SEV901058,43340.0,Theft,West,110,23,0,9.1,2,Moderate
SEV901059,20111.0,Accident,East,154,46,0,3.9,4,Moderate
SEV901060,47575.0,Liability,North,226,28,0,1.9,4,Moderate
SEV901061,12409.0,Fire,Central,27,56,0,9.0,1,Moderate
SEV901062,11034.0,Theft,North,120,35,1,0.2,4,Moderate
SEV901063,26547.0,Weather,East,182,76,0,6.5,3,Moderate
SEV901064,24019.0,Accident,East,176,28,0,8.8,4,Moderate
SEV901065,10015.0,Accident,Central,214,76,0,1.5,4,Minor
SEV901066,,Weather,Central,2,48,0,1.6,4,Minor
SEV901067,8627.0,Accident,North,34,48,0,7.0,4,Minor
SEV901068,21319.0,Accident,North,199,64,0,8.5,4,Minor
SEV901069,14448.0,Accident,North,187,36,0,1.4,4,Minor
SEV901070,26429.0,Accident,North,82,55,1,8.5,2,Moderate
SEV901071,6405.0,Accident,Central,73,54,1,2.1,1,Minor
SEV901072,13537.0,Theft,Central,149,47,0,0.2,3,Minor
SEV901073,10817.0,Accident,South,237,59,0,1.0,4,Minor
SEV901074,16394.0,Accident,East,16,35,1,9.8,1,Severe
SEV901075,9498.0,Accident,North,77,43,0,2.6,3,Minor
SEV901076,45432.0,Weather,North,144,41,1,8.6,1,Severe
SEV901077,4779.0,Accident,South,208,71,0,5.2,2,Minor
SEV901078,3632.0,Accident,North,233,38,2,8.1,1,Severe
SEV901079,32689.0,Theft,North,9,66,0,9.2,1,Minor
SEV901080,,Theft,Central,63,46,0,9.3,2,Minor
SEV901081,148223.0,Accident,East,16,48,0,3.3,1,Minor
SEV901082,10910.0,Weather,South,136,29,0,4.5,1,Moderate
SEV901083,99200.0,Accident,South,6,26,1,0.3,3,Severe
SEV901084,40852.0,Accident,North,150,71,0,9.4,3,Severe
SEV901085,10441.0,Weather,South,166,24,0,7.5,4,Moderate
SEV901086,48153.0,Accident,Central,230,26,0,1.2,3,Minor
SEV901087,7981.0,Accident,South,236,74,0,2.6,4,Minor
SEV901088,10543.0,Accident,North,227,77,0,3.5,2,Minor
SEV901089,5204.0,Fire,East,165,26,0,6.8,4,Moderate
SEV901090,6671.0,Accident,East,209,79,0,0.8,1,Minor
SEV901091,19334.0,Accident,South,9,70,0,,2,Moderate
SEV901092,15596.0,Fire,West,82,75,0,1.7,3,Minor
SEV901093,66082.0,Weather,South,157,46,0,8.5,4,Moderate
SEV901094,40376.0,Theft,North,139,18,0,9.8,4,Severe
SEV901095,6945.0,Accident,South,210,73,1,1.1,3,Minor
SEV901096,50391.0,Liability,South,114,43,0,7.3,2,Moderate
SEV901097,34356.0,Theft,Central,175,67,0,4.7,3,Minor
SEV901098,4947.0,Weather,South,160,40,0,7.8,1,Moderate
SEV901099,57032.0,Accident,South,148,73,1,0.8,2,Minor
SEV901100,9747.0,Accident,South,157,60,0,7.7,4,Minor
SEV901101,55981.0,Accident,South,48,58,0,8.8,4,Moderate
SEV901102,115638.0,Theft,Central,55,26,0,2.2,3,Moderate
SEV901103,183003.0,Accident,North,227,64,0,9.8,1,Moderate
SEV901104,13346.0,Accident,West,20,63,0,10.0,2,Moderate
SEV901105,30363.0,Accident,South,203,58,0,9.3,3,Severe
SEV901106,71826.0,Accident,South,82,60,1,4.2,4,Severe
SEV901107,46195.0,Accident,Central,22,32,0,3.5,4,Moderate
SEV901108,22071.0,Weather,East,130,64,0,7.7,3,Minor
SEV901109,26093.0,Fire,North,238,55,1,2.1,1,Minor
SEV901110,,Theft,North,170,41,0,,4,Moderate
SEV901111,41039.0,Accident,East,159,64,0,1.0,4,Minor
SEV901112,54923.0,Accident,North,121,32,2,1.2,1,Moderate
SEV901113,11834.0,Fire,East,21,75,0,4.1,3,Minor
SEV901114,54627.0,Accident,West,133,64,1,8.2,3,Severe
SEV901115,74216.0,Theft,West,209,55,1,3.2,3,Moderate
SEV901116,62289.0,Theft,West,154,30,1,5.1,3,Moderate
SEV901117,,Accident,Central,142,40,1,6.9,3,Moderate
SEV901118,19036.0,Accident,East,12,39,1,2.3,3,Moderate
SEV901119,20551.0,Accident,North,19,67,0,,2,Minor
SEV901120,16300.0,Weather,Central,95,52,0,8.5,2,Moderate
SEV901121,11243.0,Theft,East,1,45,0,9.0,1,Minor
SEV901122,8615.0,Accident,West,201,54,0,2.8,2,Minor
SEV901123,31749.0,Accident,North,71,70,1,0.9,2,Moderate
SEV901124,16240.0,Fire,Central,190,70,1,0.9,4,Severe
SEV901125,6199.0,Weather,North,126,66,0,1.9,4,Minor
SEV901126,,Weather,Central,35,72,0,5.4,4,Severe
SEV901127,55094.0,Fire,North,74,65,0,9.3,1,Moderate
SEV901128,16176.0,Accident,East,234,59,0,1.1,4,Minor
SEV901129,4408.0,Weather,North,218,57,1,8.9,4,Moderate
SEV901130,32591.0,Accident,East,36,67,1,0.9,2,Moderate
SEV901131,75851.0,Fire,South,178,43,0,3.1,1,Moderate
SEV901132,,Accident,East,58,31,1,6.0,4,Severe
SEV901133,107918.0,Accident,West,238,25,1,7.8,2,Severe
SEV901134,6685.0,Accident,North,190,23,1,9.8,1,Moderate
SEV901135,124043.0,Liability,West,210,72,1,1.8,3,Severe
SEV901136,18460.0,Weather,Central,26,56,0,1.5,4,Moderate
SEV901137,22776.0,Accident,Central,86,37,0,4.3,3,Minor
SEV901138,49848.0,Liability,East,127,51,0,8.7,1,Moderate
SEV901139,19515.0,Accident,South,192,28,1,6.5,4,Severe
SEV901140,30220.0,Accident,South,160,49,1,4.4,3,Severe
SEV901141,67284.0,Theft,West,89,70,0,2.6,1,Minor
SEV901142,9222.0,Liability,South,81,48,0,7.7,2,Minor
SEV901143,35123.0,Accident,Central,118,61,0,9.6,2,Moderate
SEV901144,34052.0,Weather,West,45,75,1,6.3,2,Moderate
SEV901145,363019.0,Liability,North,83,23,0,8.6,2,Moderate
SEV901146,129110.0,Theft,North,110,29,0,1.6,1,Minor
SEV901147,27405.0,Weather,North,126,59,0,4.5,3,Moderate
SEV901148,10955.0,Accident,West,79,51,0,0.1,2,Minor
SEV901149,47070.0,Accident,South,11,65,0,5.6,3,Moderate
SEV901150,50361.0,Theft,South,119,69,0,4.8,1,Moderate
SEV901151,176129.0,Weather,West,131,71,1,6.2,2,Severe
SEV901152,22937.0,Liability,West,82,70,1,5.2,4,Severe
SEV901153,17159.0,Weather,North,35,78,0,1.4,2,Minor
SEV901154,22021.0,Accident,Central,126,45,0,7.0,2,Minor
SEV901155,30213.0,Accident,East,88,30,0,8.1,2,Minor
SEV901156,32630.0,Fire,Central,121,48,0,0.9,3,Minor
SEV901157,67858.0,Liability,South,120,75,0,5.6,4,Severe
SEV901158,15081.0,Accident,West,179,42,0,2.3,2,Minor
SEV901159,33851.0,Accident,South,135,21,0,9.5,1,Moderate
SEV901160,,Accident,East,212,48,0,5.2,1,Minor
SEV901161,19380.0,Theft,West,60,21,1,5.3,1,Moderate
SEV901162,14350.0,Accident,West,74,53,0,0.1,2,Minor
SEV901163,55226.0,Accident,Central,13,24,1,3.2,1,Moderate
SEV901164,34071.0,Weather,West,19,30,0,5.2,1,Minor
SEV901165,64652.0,Weather,Central,45,33,0,9.5,4,Severe
SEV901166,169501.0,Accident,North,210,51,0,1.0,1,Minor
SEV901167,12651.0,Weather,North,177,56,0,6.5,1,Moderate
SEV901168,20496.0,Theft,South,149,60,1,10.0,2,Moderate
SEV901169,46787.0,Accident,East,53,42,0,0.1,3,Minor
SEV901170,56336.0,Theft,North,100,73,0,6.9,1,Moderate
SEV901171,10884.0,Weather,East,88,76,0,1.5,1,Minor
SEV901172,19176.0,Weather,East,41,42,0,7.4,3,Moderate
SEV901173,206179.0,Fire,West,127,76,0,5.6,1,Moderate
SEV901174,12306.0,Accident,West,74,54,0,7.5,1,Moderate
SEV901175,37539.0,Accident,East,30,63,0,8.4,4,Severe
SEV901176,15717.0,Fire,West,94,25,0,4.9,2,Moderate
SEV901177,27140.0,Accident,North,47,32,0,,3,Minor
SEV901178,14296.0,Liability,East,23,53,1,0.3,4,Minor
SEV901179,34764.0,Fire,Central,131,18,0,3.4,3,Moderate
SEV901180,72318.0,Theft,Central,88,68,1,0.6,2,Moderate
SEV901181,15662.0,Theft,East,58,43,0,4.2,1,Minor
SEV901182,27830.0,Theft,Central,23,64,0,,2,Minor
SEV901183,,Theft,East,101,53,0,6.2,3,Minor
SEV901184,7675.0,Weather,South,52,21,0,1.9,4,Minor
SEV901185,7973.0,Accident,East,156,59,0,6.2,2,Minor
SEV901186,20544.0,Accident,Central,182,48,0,3.5,2,Minor
SEV901187,79268.0,Accident,East,98,59,0,0.3,4,Minor
SEV901188,122460.0,Weather,East,212,25,0,3.4,3,Moderate
SEV901189,17318.0,Fire,Central,49,70,1,4.8,1,Moderate
SEV901190,18883.0,Accident,Central,124,61,0,1.0,2,Minor
SEV901191,25582.0,Fire,South,24,45,0,4.4,2,Minor
SEV901192,37652.0,Theft,Central,128,47,0,1.6,1,Minor
SEV901193,32335.0,Accident,East,217,30,1,2.5,4,Minor
SEV901194,95160.0,Weather,South,146,56,0,6.8,1,Severe
SEV901195,4201.0,Accident,South,82,74,0,,2,Minor
SEV901196,25009.0,Accident,East,165,76,0,0.5,3,Minor
SEV901197,28262.0,Theft,Central,184,25,0,0.9,2,Minor
SEV901198,6402.0,Accident,North,181,54,0,5.2,2,Moderate
SEV901199,40344.0,Fire,South,48,67,0,6.7,3,Moderate
SEV901200,6075.0,Weather,West,173,28,1,1.5,3,Moderate
SEV901201,13986.0,Weather,West,165,54,0,7.8,2,Moderate
SEV901202,27920.0,Accident,East,231,50,0,8.4,3,Moderate
SEV901203,106023.0,Accident,South,233,62,0,1.1,3,Minor
SEV901204,51148.0,Accident,Central,227,18,1,,3,Moderate
SEV901205,86689.0,Accident,Central,125,70,0,3.8,1,Minor
SEV901206,20644.0,Liability,West,38,45,1,4.3,2,Moderate
SEV901207,,Liability,West,86,34,1,4.6,1,Moderate
SEV901208,8943.0,Accident,North,87,69,0,4.2,2,Moderate
SEV901209,39893.0,Liability,East,54,76,0,0.1,1,Minor
SEV901210,33549.0,Accident,West,210,77,1,2.6,4,Moderate
SEV901211,52660.0,Accident,Central,217,76,0,0.7,2,Minor
SEV901212,205972.0,Theft,East,165,25,0,9.0,4,Moderate
SEV901213,6669.0,Accident,West,181,25,0,0.4,2,Minor
SEV901214,17251.0,Weather,Central,44,52,0,5.3,2,Minor
SEV901215,13935.0,Accident,North,56,42,0,3.0,1,Minor
SEV901216,13483.0,Accident,South,66,77,0,9.1,3,Moderate
SEV901217,28926.0,Accident,North,85,67,0,3.8,4,Minor
SEV901218,8993.0,Theft,North,45,41,0,0.1,4,Minor
SEV901219,108613.0,Accident,North,206,24,0,9.1,1,Severe
SEV901220,,Liability,South,94,75,1,1.1,2,Minor
SEV901221,,Theft,South,139,67,0,7.9,4,Severe
SEV901222,28032.0,Weather,North,216,24,0,6.2,4,Minor
SEV901223,60740.0,Fire,West,213,19,0,7.4,4,Moderate
SEV901224,25867.0,Weather,East,40,22,0,7.7,2,Severe
SEV901225,20473.0,Fire,West,138,49,0,8.2,4,Moderate
SEV901226,13713.0,Accident,South,48,60,1,1.6,2,Moderate
SEV901227,47695.0,Theft,South,9,25,1,7.3,1,Moderate
SEV901228,31939.0,Accident,South,61,28,0,9.1,1,Severe
SEV901229,154966.0,Accident,Central,95,64,0,9.1,1,Moderate
SEV901230,17280.0,Weather,Central,107,51,1,0.8,4,Moderate
SEV901231,10264.0,Theft,East,110,72,0,7.1,1,Minor
SEV901232,8899.0,Liability,North,236,51,1,3.6,4,Moderate
SEV901233,36565.0,Accident,Central,22,40,0,8.9,2,Severe
SEV901234,45173.0,Weather,West,71,48,0,9.2,3,Severe
SEV901235,12770.0,Theft,Central,15,51,0,7.4,1,Moderate
SEV901236,31931.0,Accident,South,123,35,0,6.2,3,Minor
SEV901237,55974.0,Theft,Central,163,64,0,7.7,1,Moderate
SEV901238,8202.0,Weather,South,122,44,2,2.9,1,Moderate
SEV901239,237965.0,Accident,Central,131,57,0,5.8,4,Minor
SEV901240,31909.0,Accident,West,146,70,1,4.7,1,Moderate
SEV901241,23802.0,Accident,South,19,42,0,7.1,1,Minor
SEV901242,72449.0,Liability,South,187,30,1,7.6,1,Severe
SEV901243,14983.0,Fire,East,101,59,0,9.2,1,Moderate
SEV901244,7114.0,Liability,South,48,63,1,,2,Minor
SEV901245,32106.0,Weather,South,225,34,1,6.2,2,Moderate
SEV901246,4857.0,Weather,Central,182,60,0,1.9,2,Minor
SEV901247,24150.0,Theft,North,126,70,0,3.1,3,Minor
SEV901248,339862.0,Fire,South,205,43,1,7.7,3,Severe
SEV901249,32501.0,Liability,East,127,43,0,3.7,2,Minor
SEV901250,36107.0,Accident,South,19,79,1,7.8,3,Moderate
SEV901251,48968.0,Accident,East,227,66,0,1.8,1,Minor
SEV901252,70461.0,Fire,West,18,35,1,3.5,3,Severe
