customer_id,age,gender,region,vehicle_type,vehicle_age,annual_mileage,prior_claims,policy_tenure_years,coverage_level,credit_score,has_telematics,will_claim
MOT701781,,M,North,Hatchback,0,12223.0,0,1.6,ThirdParty,651.0,0,0
MOT701782,68.0,M,North,Hatchback,8,15467.0,1,8.2,Comprehensive,703.0,1,0
MOT701783,72.0,M,Central,Hatchback,5,16729.0,0,9.7,Comprehensive,689.0,1,0
MOT701784,77.0,F,East,SUV,9,10939.0,1,3.4,Premium,539.0,1,0
MOT701785,46.0,M,North,SUV,0,11518.0,0,5.9,Comprehensive,640.0,0,0
MOT701786,78.0,F,South,Hatchback,14,14241.0,0,20.3,Comprehensive,887.0,0,0
MOT701787,39.0,M,East,SUV,9,16059.0,2,5.3,ThirdParty,338.0,0,0
MOT701788,66.0,M,South,Hatchback,16,9971.0,0,1.1,Premium,531.0,0,0
MOT701789,49.0,F,South,Sedan,10,10595.0,0,2.7,Comprehensive,332.0,0,1
MOT701790,37.0,F,North,Hatchback,13,14001.0,0,0.8,Premium,887.0,0,0
MOT701791,77.0,M,West,Sedan,19,9674.0,0,1.0,ThirdParty,369.0,0,0
MOT701792,34.0,M,West,Hatchback,8,16845.0,1,0.7,Premium,814.0,0,0
MOT701793,58.0,F,West,SUV,16,11692.0,1,2.5,Comprehensive,574.0,0,1
MOT701794,70.0,F,East,SUV,17,11613.0,0,1.6,Comprehensive,536.0,0,0
MOT701795,,F,East,Sedan,16,12459.0,0,1.7,Premium,885.0,1,0
MOT701796,35.0,F,West,Sedan,16,16493.0,0,4.6,Comprehensive,490.0,1,0
MOT701797,58.0,M,Central,Sedan,2,,0,4.2,ThirdParty,838.0,1,0
MOT701798,61.0,M,South,SUV,1,10687.0,0,7.3,ThirdParty,339.0,0,0
MOT701799,50.0,M,East,Hatchback,11,14362.0,0,1.4,ThirdParty,873.0,0,0
MOT701800,20.0,F,West,Hatchback,2,9470.0,0,1.9,Comprehensive,862.0,1,0
MOT701801,35.0,F,Central,Sedan,13,12550.0,0,1.4,Comprehensive,513.0,0,0
MOT701802,40.0,M,Central,Hatchback,15,11090.0,0,3.8,Comprehensive,550.0,0,0
MOT701803,52.0,F,East,Hatchback,9,18609.0,0,2.7,Comprehensive,661.0,1,0
MOT701804,46.0,F,West,Hatchback,8,13927.0,0,2.9,Premium,674.0,0,1
MOT701805,51.0,F,North,Sedan,0,9093.0,1,0.5,Premium,431.0,1,0
MOT701806,63.0,F,East,Sedan,12,19565.0,2,2.4,Premium,342.0,0,0
MOT701807,25.0,F,West,SUV,11,6722.0,0,0.1,ThirdParty,530.0,0,0
MOT701808,41.0,F,West,Sedan,15,8844.0,0,4.7,ThirdParty,840.0,0,0
MOT701809,40.0,M,West,Hatchback,18,9805.0,1,5.4,Comprehensive,486.0,0,0
MOT701810,65.0,F,Central,Hatchback,17,1000.0,0,3.9,ThirdParty,364.0,1,0
MOT701811,24.0,F,South,Van,4,4552.0,0,3.8,Comprehensive,680.0,0,0
MOT701812,49.0,F,Central,Van,6,11784.0,3,1.3,Premium,533.0,0,1
MOT701813,21.0,F,West,Hatchback,1,14488.0,0,0.7,ThirdParty,423.0,0,0
MOT701814,30.0,F,North,Hatchback,6,12193.0,0,1.4,ThirdParty,366.0,1,0
MOT701815,64.0,F,Central,Hatchback,9,15736.0,0,6.0,ThirdParty,773.0,0,1
MOT701816,40.0,F,East,SUV,0,13165.0,1,2.8,Comprehensive,658.0,0,1
MOT701817,66.0,M,East,Sports,5,10519.0,0,0.4,ThirdParty,396.0,1,0
MOT701818,74.0,F,Central,Sedan,12,12453.0,2,1.0,Comprehensive,373.0,0,1
MOT701819,,M,North,Hatchback,8,14892.0,1,7.3,ThirdParty,869.0,0,0
MOT701820,42.0,F,South,Hatchback,6,12700.0,1,1.2,Comprehensive,689.0,0,0
MOT701821,53.0,M,East,Hatchback,16,13346.0,0,1.6,ThirdParty,583.0,1,0
MOT701822,62.0,F,South,SUV,13,17235.0,0,2.0,Premium,415.0,0,0
MOT701823,73.0,F,North,Sports,14,17067.0,0,9.9,Premium,495.0,0,0
MOT701824,34.0,F,North,Sedan,1,6950.0,1,5.7,Comprehensive,345.0,0,0
MOT701825,46.0,F,North,Hatchback,16,2433.0,0,0.2,ThirdParty,672.0,0,0
MOT701826,32.0,M,West,Hatchback,10,6993.0,1,3.2,Comprehensive,385.0,0,1
MOT701827,32.0,F,South,Hatchback,3,10027.0,1,3.8,Comprehensive,657.0,0,1
MOT701828,55.0,M,West,Sports,2,14184.0,1,3.0,Comprehensive,869.0,1,0
MOT701829,30.0,F,North,Hatchback,5,9622.0,1,0.1,Comprehensive,325.0,0,0
MOT701830,66.0,M,Central,Van,9,4090.0,0,3.3,Comprehensive,729.0,1,0
MOT701831,70.0,F,South,SUV,6,12948.0,0,6.2,Premium,337.0,0,0
MOT701832,64.0,M,Central,Hatchback,7,13059.0,0,2.1,ThirdParty,835.0,1,0
MOT701833,68.0,M,North,Hatchback,16,9817.0,0,6.9,ThirdParty,758.0,1,0
MOT701834,20.0,F,Central,Hatchback,1,20627.0,0,15.2,Comprehensive,791.0,1,0
MOT701835,,F,North,Sedan,10,11747.0,0,0.2,ThirdParty,623.0,0,0
MOT701836,72.0,F,East,Hatchback,9,,1,2.7,Comprehensive,528.0,0,0
MOT701837,24.0,M,West,Hatchback,13,15112.0,1,9.6,Comprehensive,629.0,0,0
MOT701838,73.0,M,South,SUV,1,13855.0,1,1.0,ThirdParty,497.0,0,1
MOT701839,59.0,F,South,SUV,18,12798.0,0,14.4,ThirdParty,627.0,0,0
MOT701840,41.0,F,West,Hatchback,4,15829.0,0,1.4,ThirdParty,373.0,1,1
MOT701841,46.0,M,Central,Sedan,9,,2,0.1,Comprehensive,443.0,0,1
MOT701842,41.0,F,South,Hatchback,11,12817.0,1,3.6,ThirdParty,826.0,0,0
MOT701843,46.0,F,South,Sedan,7,13253.0,1,1.0,Premium,414.0,0,0
MOT701844,19.0,F,West,Hatchback,8,13902.0,0,1.7,Comprehensive,686.0,1,0
MOT701845,66.0,M,West,SUV,18,19097.0,0,0.4,Comprehensive,762.0,0,1
MOT701846,79.0,M,West,Sedan,16,18644.0,0,2.9,ThirdParty,675.0,0,0
MOT701847,19.0,F,East,Hatchback,11,6053.0,0,16.4,Comprehensive,638.0,1,0
MOT701848,35.0,F,North,Sedan,1,14369.0,0,3.9,ThirdParty,866.0,0,0
MOT701849,,M,West,Hatchback,15,8204.0,0,5.0,Comprehensive,737.0,0,0
MOT701850,34.0,F,East,SUV,2,10847.0,1,2.2,Comprehensive,459.0,0,0
MOT701851,45.0,M,North,Hatchback,14,9829.0,1,11.1,ThirdParty,412.0,0,0
MOT701852,24.0,F,Central,Van,11,17543.0,0,6.8,ThirdParty,556.0,0,0
MOT701853,,F,West,SUV,10,16831.0,0,8.4,ThirdParty,826.0,0,0
MOT701854,65.0,M,West,SUV,10,10086.0,0,0.4,Comprehensive,365.0,0,0
MOT701855,31.0,F,Central,Van,13,8060.0,0,0.5,ThirdParty,540.0,1,0
MOT701856,70.0,F,North,Sedan,3,11958.0,0,1.5,ThirdParty,778.0,1,0
MOT701857,73.0,M,South,Van,10,7112.0,0,3.7,Premium,520.0,0,0
MOT701858,52.0,F,West,Sedan,0,12819.0,1,10.9,Comprehensive,335.0,0,0
MOT701859,50.0,F,North,Hatchback,11,7608.0,0,2.4,Comprehensive,673.0,1,0
MOT701860,79.0,M,South,Sports,12,12165.0,0,5.3,ThirdParty,509.0,0,1
MOT701861,35.0,M,West,Hatchback,3,10608.0,0,2.2,ThirdParty,512.0,0,0
MOT701862,74.0,M,Central,Hatchback,15,9415.0,0,3.8,ThirdParty,634.0,0,1
MOT701863,66.0,M,North,Van,15,12912.0,0,3.1,Comprehensive,366.0,1,0
MOT701864,75.0,M,West,Hatchback,13,9868.0,0,2.3,Premium,437.0,0,1
MOT701865,76.0,F,North,Van,0,5325.0,0,1.6,ThirdParty,351.0,1,0
MOT701866,40.0,M,Central,Sedan,19,11872.0,2,13.0,Comprehensive,441.0,0,1
MOT701867,61.0,F,East,SUV,10,13818.0,1,8.4,Comprehensive,390.0,0,1
MOT701868,29.0,M,West,Hatchback,17,9133.0,0,0.9,ThirdParty,827.0,1,0
MOT701869,63.0,F,North,SUV,13,13181.0,2,4.3,Comprehensive,389.0,0,1
MOT701870,63.0,M,South,Sedan,15,17806.0,1,5.1,Comprehensive,710.0,1,0
MOT701871,79.0,M,South,Hatchback,16,10055.0,1,6.9,Premium,653.0,0,0
MOT701872,39.0,M,East,Van,7,17790.0,0,7.2,Comprehensive,570.0,1,0
MOT701873,69.0,M,East,Sedan,2,,0,2.6,Premium,627.0,0,1
MOT701874,73.0,M,South,Sedan,17,15820.0,2,1.2,Premium,329.0,0,1
MOT701875,48.0,M,Central,Hatchback,6,5389.0,1,2.1,ThirdParty,529.0,1,0
MOT701876,72.0,F,North,Sedan,7,11361.0,1,5.6,Comprehensive,723.0,0,0
MOT701877,38.0,M,South,Hatchback,12,6246.0,1,2.1,ThirdParty,603.0,0,0
MOT701878,43.0,F,Central,Hatchback,13,16229.0,1,0.8,ThirdParty,493.0,0,0
MOT701879,67.0,M,South,SUV,15,5873.0,0,1.0,Comprehensive,540.0,0,0
MOT701880,50.0,M,South,Hatchback,18,10715.0,1,3.9,Comprehensive,821.0,1,0
MOT701881,61.0,M,East,Hatchback,11,10179.0,1,1.6,ThirdParty,532.0,0,0
MOT701882,34.0,F,North,Sports,14,14599.0,0,5.2,Comprehensive,613.0,0,0
MOT701883,46.0,F,West,SUV,12,13406.0,2,1.2,ThirdParty,714.0,1,0
MOT701884,54.0,F,East,SUV,8,10767.0,1,5.7,Comprehensive,463.0,0,0
MOT701885,42.0,M,East,Sedan,12,16584.0,0,14.0,Comprehensive,511.0,0,1
MOT701886,43.0,F,East,SUV,3,13684.0,0,0.4,ThirdParty,,0,0
MOT701887,31.0,F,South,Van,7,10883.0,0,6.5,Premium,893.0,0,0
MOT701888,76.0,M,East,SUV,7,12702.0,0,3.2,Comprehensive,784.0,0,0
MOT701889,72.0,F,West,Hatchback,9,13784.0,1,11.1,Comprehensive,390.0,0,0
MOT701890,75.0,M,West,Sedan,6,11867.0,1,2.7,Comprehensive,519.0,0,0
MOT701891,33.0,F,North,Hatchback,8,15386.0,0,2.1,Comprehensive,698.0,0,0
MOT701892,70.0,M,South,SUV,11,7053.0,1,5.3,Premium,659.0,0,1
MOT701893,76.0,F,South,SUV,18,10114.0,1,2.5,Premium,355.0,0,1
MOT701894,37.0,M,Central,Sedan,15,7328.0,0,4.2,Comprehensive,892.0,0,0
MOT701895,73.0,M,Central,Sedan,11,20224.0,0,0.3,Comprehensive,382.0,0,0
MOT701896,79.0,F,South,Van,14,11400.0,0,10.1,Premium,353.0,0,0
MOT701897,76.0,M,South,Van,18,13341.0,0,12.1,Premium,552.0,1,0
MOT701898,59.0,M,North,Hatchback,7,13785.0,1,0.4,Comprehensive,508.0,0,0
MOT701899,23.0,F,West,Hatchback,14,8132.0,0,1.5,Comprehensive,658.0,0,1
MOT701900,33.0,M,North,Hatchback,13,10386.0,0,0.3,Premium,547.0,0,0
MOT701901,61.0,F,North,Hatchback,6,12043.0,0,3.6,Comprehensive,,0,0
MOT701902,71.0,M,East,Sedan,18,7890.0,0,0.8,Comprehensive,900.0,1,0
MOT701903,68.0,F,Central,Sports,7,12611.0,1,8.2,Comprehensive,788.0,0,1
MOT701904,33.0,F,South,Sedan,12,14560.0,1,3.8,Comprehensive,680.0,1,1
MOT701905,18.0,M,East,Hatchback,17,19486.0,0,20.7,Comprehensive,449.0,1,0
MOT701906,65.0,M,West,Sedan,19,12700.0,0,3.2,ThirdParty,845.0,0,0
MOT701907,18.0,F,Central,SUV,7,14470.0,0,2.3,ThirdParty,849.0,0,0
MOT701908,29.0,F,East,SUV,4,9936.0,1,3.7,Comprehensive,812.0,0,0
MOT701909,54.0,F,West,SUV,14,7646.0,0,3.3,Comprehensive,499.0,1,0
MOT701910,31.0,M,Central,SUV,17,13973.0,0,1.3,Comprehensive,674.0,1,0
MOT701911,34.0,F,East,Hatchback,4,13681.0,0,1.2,Comprehensive,461.0,1,0
MOT701912,21.0,M,Central,Hatchback,18,10597.0,1,1.0,ThirdParty,691.0,1,0
MOT701913,58.0,M,East,SUV,1,6184.0,3,2.4,Premium,457.0,0,0
MOT701914,24.0,F,East,Hatchback,19,12176.0,1,4.5,ThirdParty,734.0,1,1
MOT701915,18.0,M,North,SUV,3,14086.0,0,2.6,Comprehensive,606.0,0,0
MOT701916,49.0,M,South,Sedan,17,11496.0,0,6.9,ThirdParty,820.0,1,0
MOT701917,53.0,F,West,Van,2,18076.0,2,2.8,Comprehensive,611.0,1,0
MOT701918,77.0,M,West,Sedan,5,7123.0,0,1.6,ThirdParty,633.0,0,0
MOT701919,77.0,M,West,Sedan,17,6210.0,0,5.6,ThirdParty,790.0,1,0
MOT701920,22.0,F,West,SUV,12,13262.0,1,2.4,Premium,326.0,1,0
MOT701921,19.0,F,Central,Hatchback,1,10368.0,0,1.1,Comprehensive,900.0,1,0
MOT701922,56.0,F,South,Sedan,15,9990.0,1,0.9,Comprehensive,376.0,0,1
MOT701923,52.0,F,West,Van,14,8301.0,0,7.5,Comprehensive,827.0,1,0
MOT701924,18.0,F,Central,Sedan,16,11691.0,1,2.1,Comprehensive,868.0,1,1
MOT701925,64.0,M,Central,Hatchback,14,19773.0,0,0.3,Comprehensive,516.0,0,0
MOT701926,52.0,M,South,Hatchback,4,10923.0,0,3.3,Comprehensive,869.0,1,1
MOT701927,74.0,M,South,SUV,7,11003.0,0,0.4,Comprehensive,807.0,0,0
MOT701928,32.0,M,East,Hatchback,18,14056.0,1,3.2,ThirdParty,472.0,0,0
MOT701929,45.0,M,West,Hatchback,19,8271.0,0,1.2,Premium,812.0,0,1
MOT701930,57.0,F,West,Hatchback,8,8515.0,1,7.5,ThirdParty,603.0,0,0
MOT701931,69.0,F,West,Sedan,9,14785.0,1,1.0,ThirdParty,471.0,0,0
MOT701932,58.0,M,East,Hatchback,19,14104.0,0,10.3,ThirdParty,718.0,1,0
MOT701933,72.0,M,East,SUV,0,12290.0,0,0.9,Comprehensive,633.0,1,0
MOT701934,52.0,M,North,Sedan,3,9908.0,0,5.2,ThirdParty,418.0,0,0
MOT701935,51.0,M,West,SUV,17,9407.0,0,0.1,Premium,797.0,0,1
MOT701936,24.0,M,West,Sedan,14,7248.0,0,2.9,Comprehensive,372.0,0,1
MOT701937,75.0,F,East,Hatchback,12,9721.0,0,3.5,Premium,717.0,0,1
MOT701938,32.0,F,West,Van,11,9936.0,0,16.4,Comprehensive,520.0,1,0
MOT701939,49.0,F,West,Sedan,17,15774.0,0,1.0,Comprehensive,751.0,0,0
MOT701940,31.0,F,South,Sports,5,3096.0,1,2.6,Premium,613.0,0,0
MOT701941,29.0,M,West,Hatchback,16,6503.0,0,3.3,Comprehensive,460.0,0,0
MOT701942,51.0,F,South,Van,5,16299.0,0,4.0,Comprehensive,875.0,0,0
MOT701943,32.0,M,South,Hatchback,13,14877.0,0,4.8,ThirdParty,387.0,0,1
MOT701944,51.0,M,West,SUV,0,5861.0,2,7.6,Comprehensive,746.0,1,0
MOT701945,42.0,F,North,Hatchback,9,9165.0,1,2.7,Comprehensive,443.0,1,0
MOT701946,41.0,M,East,Sedan,11,5915.0,1,4.0,Comprehensive,325.0,0,0
MOT701947,70.0,F,Central,SUV,11,7331.0,0,12.1,ThirdParty,696.0,1,0
MOT701948,72.0,F,West,Hatchback,3,5805.0,0,19.7,Premium,772.0,0,1
MOT701949,56.0,M,East,Sedan,4,12488.0,0,7.9,ThirdParty,826.0,0,0
MOT701950,53.0,M,East,Van,16,14513.0,0,4.2,Comprehensive,526.0,0,0
MOT701951,25.0,F,Central,Hatchback,4,10928.0,0,10.9,Comprehensive,518.0,0,0
MOT701952,18.0,F,South,Sedan,2,16506.0,0,2.6,Comprehensive,481.0,1,0
MOT701953,67.0,F,East,Sedan,14,15757.0,0,3.4,ThirdParty,722.0,0,0
MOT701954,75.0,F,East,Hatchback,7,7087.0,2,3.8,ThirdParty,440.0,0,0
MOT701955,61.0,M,Central,SUV,13,5224.0,0,1.1,ThirdParty,852.0,0,0
MOT701956,79.0,M,West,Sedan,8,12531.0,0,3.5,Comprehensive,556.0,0,1
MOT701957,58.0,M,Central,Sedan,12,17838.0,0,2.6,ThirdParty,505.0,0,0
MOT701958,68.0,F,West,Hatchback,14,13893.0,0,0.9,Comprehensive,491.0,0,0
MOT701959,71.0,M,East,Sedan,8,15228.0,1,0.7,ThirdParty,,1,1
MOT701960,78.0,M,North,Van,2,10131.0,0,6.3,ThirdParty,446.0,0,1
MOT701961,60.0,M,North,Hatchback,15,17439.0,0,12.7,Comprehensive,700.0,0,0
MOT701962,69.0,M,West,Sedan,4,1794.0,0,2.5,Comprehensive,351.0,1,0
MOT701963,46.0,M,West,Van,12,7731.0,2,6.9,ThirdParty,618.0,0,0
MOT701964,53.0,F,South,SUV,15,14445.0,0,1.1,ThirdParty,620.0,0,1
MOT701965,46.0,F,North,Sedan,10,13112.0,0,5.8,ThirdParty,402.0,0,0
MOT701966,23.0,F,East,Hatchback,17,14570.0,0,1.1,Comprehensive,842.0,0,0
MOT701967,68.0,F,Central,Sedan,8,11300.0,1,2.3,ThirdParty,555.0,0,0
MOT701968,64.0,F,North,Sedan,0,10754.0,2,6.5,Comprehensive,808.0,0,0
MOT701969,66.0,M,South,Hatchback,12,8074.0,0,4.1,ThirdParty,358.0,0,0
MOT701970,26.0,F,East,Sedan,8,5263.0,0,5.3,Premium,890.0,0,0
MOT701971,67.0,F,East,Hatchback,19,5776.0,0,8.4,ThirdParty,709.0,0,0
MOT701972,30.0,F,North,Hatchback,19,13023.0,0,9.7,ThirdParty,846.0,0,1
MOT701973,70.0,M,South,SUV,12,14757.0,0,0.9,Comprehensive,740.0,0,0
MOT701974,32.0,F,West,Van,9,9881.0,0,8.0,Comprehensive,732.0,0,0
MOT701975,54.0,M,South,SUV,12,9333.0,0,1.9,Premium,364.0,1,0
MOT701976,24.0,F,East,Sports,15,7895.0,1,2.4,Comprehensive,459.0,0,0
MOT701977,52.0,M,West,Van,15,15062.0,0,11.6,ThirdParty,775.0,0,0
MOT701978,74.0,M,South,Hatchback,4,14590.0,1,1.3,ThirdParty,799.0,1,0
MOT701979,71.0,F,West,SUV,5,3758.0,1,6.7,Comprehensive,574.0,0,0
MOT701980,64.0,F,Central,SUV,18,16700.0,1,0.2,ThirdParty,730.0,0,0
MOT701981,18.0,M,East,Sedan,17,5999.0,0,1.5,Comprehensive,393.0,0,0
MOT701982,78.0,M,East,SUV,19,14754.0,2,2.5,Comprehensive,392.0,0,0
MOT701983,63.0,M,North,SUV,18,5626.0,1,0.1,Comprehensive,707.0,0,0
MOT701984,49.0,F,East,Hatchback,0,,1,3.7,Comprehensive,465.0,0,0
MOT701985,26.0,M,Central,Sedan,15,16836.0,0,4.3,Premium,680.0,0,0
MOT701986,18.0,F,South,Sedan,10,23806.0,0,5.6,Comprehensive,764.0,1,0
MOT701987,61.0,M,Central,Hatchback,7,15251.0,0,9.0,ThirdParty,343.0,1,0
MOT701988,32.0,M,East,Hatchback,18,11587.0,0,9.9,Comprehensive,846.0,1,0
MOT701989,36.0,F,West,Sedan,11,12130.0,0,7.4,Premium,424.0,1,1
MOT701990,19.0,M,North,Hatchback,5,14711.0,0,2.1,Comprehensive,340.0,1,1
MOT701991,52.0,F,West,Sedan,4,11899.0,1,5.1,Comprehensive,410.0,0,0
MOT701992,42.0,F,West,Sedan,8,14117.0,0,2.4,ThirdParty,745.0,0,1
MOT701993,62.0,F,East,Hatchback,0,9780.0,0,2.8,ThirdParty,541.0,0,0
MOT701994,20.0,F,Central,Sedan,5,10997.0,1,0.1,Comprehensive,707.0,0,0
MOT701995,51.0,M,East,Hatchback,7,4573.0,0,0.7,Comprehensive,782.0,1,0
MOT701996,22.0,M,West,SUV,18,11931.0,0,7.9,ThirdParty,740.0,0,0
MOT701997,76.0,F,South,Sports,17,12079.0,1,3.6,Comprehensive,449.0,1,0
MOT701998,58.0,F,East,SUV,18,,1,4.8,Comprehensive,,0,0
MOT701999,39.0,F,North,Hatchback,2,19597.0,0,0.3,Comprehensive,657.0,1,0
MOT702000,60.0,M,West,Sedan,6,13407.0,0,3.3,Comprehensive,829.0,0,0
MOT702001,36.0,F,Central,Hatchback,10,9340.0,0,0.1,Comprehensive,417.0,0,0
MOT702002,23.0,M,Central,SUV,11,15016.0,0,2.7,Comprehensive,647.0,0,1
MOT702003,69.0,F,South,Van,18,13437.0,2,4.6,ThirdParty,459.0,1,0
MOT702004,75.0,M,West,Sedan,0,12972.0,0,3.7,Comprehensive,523.0,0,0
MOT702005,34.0,F,North,Hatchback,7,5918.0,0,0.8,Premium,552.0,1,0
MOT702006,52.0,M,Central,Van,13,14985.0,1,0.1,Comprehensive,393.0,1,0
MOT702007,67.0,F,North,SUV,10,18872.0,0,0.5,ThirdParty,632.0,0,1
MOT702008,19.0,M,South,Sedan,16,11525.0,0,6.3,Comprehensive,703.0,0,0
MOT702009,27.0,F,West,Sedan,16,12662.0,0,0.4,ThirdParty,824.0,0,0
MOT702010,65.0,M,South,SUV,2,12324.0,0,3.0,Comprehensive,,0,0
MOT702011,37.0,F,Central,Sedan,11,8103.0,1,3.0,Comprehensive,825.0,0,0
MOT702012,47.0,M,Central,Sedan,15,13403.0,1,0.4,ThirdParty,601.0,1,0
MOT702013,61.0,M,West,Hatchback,10,16262.0,1,5.5,ThirdParty,607.0,0,0
MOT702014,32.0,M,South,Hatchback,12,16033.0,1,8.8,Comprehensive,778.0,0,0
MOT702015,70.0,M,South,Van,0,12463.0,2,0.5,ThirdParty,309.0,1,0
MOT702016,23.0,F,West,Sedan,2,8306.0,2,1.9,Comprehensive,325.0,1,0
MOT702017,23.0,M,West,Hatchback,4,7247.0,0,4.7,ThirdParty,855.0,0,0
MOT702018,47.0,F,South,Sedan,6,13426.0,0,5.1,ThirdParty,752.0,1,0
MOT702019,63.0,F,West,Sedan,1,10710.0,0,1.0,ThirdParty,613.0,0,0
MOT702020,67.0,F,North,SUV,6,6922.0,0,16.2,Comprehensive,311.0,0,0
MOT702021,77.0,F,West,SUV,2,12221.0,0,9.0,Comprehensive,537.0,0,1
MOT702022,77.0,F,East,SUV,7,20190.0,1,7.9,Premium,456.0,0,1
MOT702023,65.0,M,South,SUV,14,7492.0,0,10.4,ThirdParty,383.0,0,1
MOT702024,79.0,M,West,Hatchback,7,8239.0,1,3.2,Comprehensive,364.0,0,0
MOT702025,78.0,M,Central,Sports,14,13821.0,1,1.9,ThirdParty,586.0,0,0
MOT702026,29.0,F,Central,Sedan,6,6460.0,0,2.2,ThirdParty,805.0,0,0
MOT702027,48.0,F,Central,Hatchback,8,11655.0,1,7.5,Comprehensive,805.0,0,0
MOT702028,76.0,M,Central,Van,3,10304.0,0,11.0,Comprehensive,739.0,1,0
MOT702029,26.0,M,East,Sedan,7,16921.0,0,11.6,Comprehensive,499.0,1,1
MOT702030,57.0,M,South,Hatchback,14,14704.0,0,1.7,Comprehensive,636.0,0,0
MOT702031,48.0,F,East,Sedan,13,9416.0,0,0.4,Premium,408.0,0,1
MOT702032,47.0,M,North,SUV,13,13413.0,0,3.7,Comprehensive,845.0,0,0
MOT702033,20.0,F,East,Hatchback,19,13559.0,1,13.9,Comprehensive,746.0,0,1
MOT702034,27.0,F,South,Sports,9,11358.0,1,1.2,ThirdParty,631.0,1,1
MOT702035,39.0,F,South,Sedan,13,22146.0,0,2.1,Comprehensive,612.0,0,0
MOT702036,27.0,M,North,Hatchback,1,12765.0,0,1.3,Comprehensive,591.0,0,0
MOT702037,46.0,M,Central,Sports,17,22300.0,1,2.9,ThirdParty,344.0,0,0
MOT702038,39.0,M,West,Van,8,14315.0,0,2.2,Comprehensive,613.0,0,0
MOT702039,31.0,M,North,Sedan,0,14700.0,0,3.6,Comprehensive,503.0,0,0
MOT702040,53.0,M,Central,Hatchback,2,24238.0,0,2.9,Comprehensive,509.0,0,0
MOT702041,29.0,M,East,Sedan,3,19319.0,0,0.4,ThirdParty,400.0,0,0
MOT702042,79.0,M,North,Sedan,18,8709.0,0,3.9,Comprehensive,475.0,1,1
MOT702043,43.0,F,East,SUV,8,13052.0,0,2.0,Premium,453.0,0,0
MOT702044,39.0,M,East,Hatchback,12,9064.0,0,3.6,Comprehensive,500.0,0,0
MOT702045,77.0,F,North,Sedan,18,9371.0,0,8.7,ThirdParty,737.0,1,0
MOT702046,36.0,M,East,Hatchback,4,14890.0,0,2.4,Comprehensive,344.0,1,0
MOT702047,55.0,F,North,Sedan,7,9090.0,1,4.9,ThirdParty,670.0,0,0
MOT702048,79.0,F,Central,Sedan,4,7499.0,0,0.7,Comprehensive,800.0,0,0
MOT702049,65.0,M,East,SUV,6,10911.0,0,4.8,ThirdParty,852.0,0,0
MOT702050,22.0,M,West,Sports,8,13848.0,1,0.3,Comprehensive,345.0,1,0
MOT702051,49.0,M,South,Van,8,24629.0,1,8.1,Comprehensive,498.0,0,0
MOT702052,78.0,M,East,Hatchback,7,16711.0,1,0.5,Comprehensive,854.0,0,1
MOT702053,74.0,M,South,Hatchback,6,5519.0,0,0.4,ThirdParty,756.0,0,0
MOT702054,46.0,M,South,Van,13,8685.0,1,3.3,Premium,776.0,1,0
MOT702055,71.0,M,West,SUV,0,11326.0,1,1.7,ThirdParty,711.0,0,0
MOT702056,39.0,F,South,Sedan,1,16232.0,0,6.6,ThirdParty,574.0,0,0
MOT702057,20.0,F,South,Sedan,12,14717.0,1,0.8,ThirdParty,798.0,0,0
MOT702058,44.0,M,West,Sedan,16,8772.0,0,3.1,Comprehensive,680.0,0,0
MOT702059,25.0,F,East,SUV,11,16502.0,0,4.7,Comprehensive,759.0,0,0
MOT702060,65.0,M,Central,SUV,9,13406.0,0,12.5,Comprehensive,385.0,1,0
MOT702061,19.0,M,Central,Sedan,5,3675.0,0,2.3,ThirdParty,668.0,0,0
MOT702062,47.0,M,South,Hatchback,5,7582.0,0,9.0,Comprehensive,876.0,0,0
MOT702063,30.0,F,Central,Sedan,0,20961.0,0,7.0,Comprehensive,825.0,0,0
MOT702064,79.0,M,North,Sedan,7,,0,7.0,Comprehensive,421.0,0,1
MOT702065,79.0,M,Central,SUV,18,14728.0,0,3.7,Comprehensive,495.0,0,0
MOT702066,68.0,M,Central,Hatchback,15,16741.0,2,5.2,Comprehensive,746.0,0,1
MOT702067,39.0,F,South,Sedan,9,11456.0,0,9.5,Comprehensive,706.0,1,0
MOT702068,42.0,M,East,Sedan,6,11597.0,0,3.7,Premium,314.0,0,0
MOT702069,25.0,M,South,Sedan,13,15724.0,0,2.7,Comprehensive,703.0,0,0
MOT702070,72.0,F,Central,Sedan,3,8575.0,0,8.7,Comprehensive,375.0,0,0
MOT702071,63.0,F,Central,SUV,15,6778.0,0,3.9,ThirdParty,595.0,1,0
MOT702072,40.0,M,West,Hatchback,9,8199.0,0,0.2,Comprehensive,438.0,0,0
MOT702073,28.0,M,West,Sedan,11,11995.0,1,3.8,ThirdParty,795.0,1,0
MOT702074,44.0,M,West,Van,18,6489.0,2,1.5,Premium,564.0,0,1
MOT702075,18.0,M,South,SUV,0,12011.0,0,5.2,ThirdParty,774.0,0,0
MOT702076,45.0,M,South,Hatchback,1,13935.0,3,0.3,Comprehensive,781.0,1,0
MOT702077,28.0,M,West,Sedan,18,16019.0,0,5.3,ThirdParty,774.0,1,0
MOT702078,37.0,M,North,Hatchback,17,15406.0,0,0.7,Comprehensive,784.0,0,0
MOT702079,48.0,M,West,Hatchback,8,22851.0,0,3.3,Comprehensive,627.0,0,0
