policy_id,policy_start_date,age,occupation,region,policy_type,channel,payment_frequency,policy_tenure_years,annual_premium,sum_assured,num_late_payments,claims_count,has_agent,will_lapse
POL101323,2023-03-23,64.0,Accountant,North,Endowment,Agent,Monthly,0.1,35038.0,805874.0,2,1,1,1
POL101324,2023-04-02,63.0,Architect,West,Endowment,Online,Monthly,4.3,8139.0,309282.0,1,0,0,0
POL101325,2022-12-14,30.0,Electrician,Central,Endowment,Bancassurance,Monthly,1.7,7560.0,287280.0,1,0,0,0
POL101326,2023-01-02,54.0,Teacher,South,ULIP,Agent,Quarterly,1.2,5683.0,244369.0,1,0,1,0
POL101327,2023-07-24,25.0,Tailor,East,Term,Bancassurance,Annual,5.4,10985.0,549250.0,1,1,0,0
POL101328,2020-05-29,54.0,Teacher,North,Endowment,Online,Annual,2.5,10951.0,219020.0,1,0,0,0
POL101329,2022-02-24,37.0,Salesperson,North,ULIP,Online,Monthly,3.4,6597.0,296865.0,1,1,0,1
POL101330,2019-10-16,43.0,Police Officer,East,ULIP,Agent,Monthly,0.1,9068.0,471536.0,0,0,1,0
POL101331,2021-03-19,56.0,Civil Servant,North,Endowment,Broker,Monthly,3.1,3680.0,73600.0,1,0,0,1
POL101332,2020-10-02,41.0,Banker,East,Term,Online,Annual,0.3,15728.0,519024.0,1,0,0,0
POL101333,2020-03-18,60.0,Software Developer,East,WholeLife,Agent,Monthly,2.6,6732.0,370260.0,3,0,1,0
POL101334,2022-04-18,47.0,Police Officer,North,Endowment,Bancassurance,Quarterly,0.4,9727.0,155632.0,1,0,0,0
POL101335,2021-08-19,69.0,Banker,East,WholeLife,Bancassurance,Monthly,4.4,4850.0,106700.0,2,1,0,1
POL101336,2021-09-25,52.0,Plumber,East,ULIP,Bancassurance,Annual,0.8,7397.0,377247.0,1,0,0,0
POL101337,2024-04-04,35.0,Civil Servant,North,WholeLife,Bancassurance,Monthly,0.1,8606.0,189332.0,2,0,0,1
POL101338,2021-03-07,58.0,Nurse,South,Term,Agent,Monthly,6.8,9841.0,452686.0,3,0,1,0
POL101339,2019-09-24,40.0,Plumber,East,Endowment,Bancassurance,Annual,1.0,12580.0,691900.0,2,0,0,0
POL101340,2023-10-07,47.0,Pharmacist,Central,Term,Agent,Annual,0.1,20324.0,751988.0,1,0,1,0
POL101341,2020-04-18,27.0,Electrician,East,Term,Bancassurance,Quarterly,4.8,14276.0,513936.0,2,0,0,0
POL101342,2024-11-11,26.0,Doctor,West,Term,Agent,Quarterly,3.0,16012.0,544408.0,1,1,1,1
POL101343,2023-01-03,49.0,Doctor,East,Endowment,Agent,Quarterly,3.8,20395.0,632245.0,3,0,1,0
POL101344,2020-07-16,30.0,Software Developer,Central,Endowment,Agent,Monthly,8.2,13159.0,421088.0,0,0,1,0
POL101345,2022-06-18,69.0,Carpenter,Central,Endowment,Bancassurance,Monthly,0.8,9717.0,378963.0,2,1,0,0
POL101346,2024-08-13,62.0,Electrician,East,Term,Online,Quarterly,1.1,16392.0,901560.0,1,0,0,0
POL101347,2024-07-08,55.0,Lawyer,South,Term,Bancassurance,Quarterly,5.5,16924.0,998516.0,1,0,0,0
POL101348,2021-05-23,57.0,Banker,East,Endowment,Agent,Monthly,1.8,13688.0,725464.0,1,0,1,1
POL101349,2019-03-05,50.0,Accountant,Central,ULIP,Agent,Monthly,1.2,4782.0,95640.0,0,0,1,0
POL101350,2019-06-25,23.0,Chef,East,Term,Online,Quarterly,6.7,6498.0,181944.0,2,1,0,0
POL101351,2024-04-16,40.0,Mechanic,South,ULIP,Agent,Monthly,1.7,8626.0,422674.0,2,0,1,1
POL101352,2022-12-25,45.0,Farmer,West,Term,Online,Quarterly,1.7,,569985.0,0,0,0,0
POL101353,2023-05-16,65.0,Farmer,North,Endowment,Broker,Quarterly,11.7,9792.0,293760.0,2,1,0,0
POL101354,2023-05-07,31.0,Teacher,South,ULIP,Online,Monthly,0.1,17473.0,506717.0,2,0,0,1
POL101355,2023-09-03,45.0,Salesperson,North,Endowment,Agent,Monthly,12.0,19103.0,382060.0,1,1,1,0
POL101356,2022-01-24,37.0,Pharmacist,Central,Endowment,Online,Monthly,1.6,18026.0,522754.0,3,0,0,1
POL101357,2021-04-13,27.0,Security Guard,Central,WholeLife,Broker,Monthly,13.1,18084.0,596772.0,1,0,0,0
POL101358,2020-06-01,26.0,Police Officer,Central,Term,Online,Quarterly,0.6,5893.0,194469.0,0,0,0,0
POL101359,2020-11-07,38.0,Security Guard,North,Term,Bancassurance,Quarterly,3.4,12598.0,491322.0,0,0,0,0
POL101360,2023-07-09,25.0,Security Guard,Central,WholeLife,Agent,Annual,5.4,7304.0,197208.0,0,2,1,0
POL101361,2019-02-01,24.0,Banker,South,ULIP,Bancassurance,Monthly,5.6,4339.0,104136.0,1,0,0,0
POL101362,2019-11-17,38.0,Doctor,Central,Endowment,Agent,Quarterly,0.4,8572.0,462888.0,0,1,1,0
POL101363,2023-09-29,30.0,Carpenter,South,Term,Bancassurance,Monthly,0.4,19194.0,633402.0,1,0,0,0
POL101364,2022-11-27,48.0,Police Officer,South,Term,Bancassurance,Annual,3.9,12461.0,323986.0,0,1,0,1
POL101365,2019-12-22,21.0,Pharmacist,West,WholeLife,Broker,Monthly,0.4,27144.0,1167192.0,0,0,0,0
POL101366,2019-03-22,35.0,,West,ULIP,Agent,Quarterly,6.4,10814.0,421746.0,0,0,1,0
POL101367,2020-05-12,43.0,Civil Servant,South,Term,Bancassurance,Monthly,7.5,33654.0,1346160.0,3,0,0,0
POL101368,2019-09-18,68.0,Lawyer,Central,Term,Agent,Monthly,0.6,10816.0,259584.0,2,0,1,0
POL101369,2020-08-31,52.0,Welder,North,ULIP,Online,Annual,5.9,10009.0,470423.0,1,1,0,1
POL101370,2024-01-07,64.0,Doctor,Central,Endowment,Online,Monthly,0.2,5220.0,120060.0,1,0,0,1
POL101371,2024-03-28,37.0,Carpenter,East,WholeLife,Online,Monthly,12.6,17245.0,896740.0,0,0,0,0
POL101372,2020-09-22,43.0,Chef,East,Endowment,Agent,Quarterly,2.9,7700.0,261800.0,1,0,1,0
POL101373,2020-09-25,41.0,Shop Owner,Central,Term,Online,Monthly,5.3,7162.0,236346.0,2,0,0,0
POL101374,2023-12-24,64.0,Driver,North,Term,Online,Monthly,5.2,18781.0,600992.0,0,2,0,1
POL101375,2021-07-25,68.0,Driver,Central,Endowment,Online,Monthly,4.3,17661.0,600474.0,1,0,0,1
POL101376,2020-04-14,68.0,Software Developer,South,Term,Online,Monthly,3.6,17431.0,766964.0,3,2,0,0
POL101377,2023-07-03,57.0,Engineer,Central,Term,Bancassurance,Annual,0.1,8258.0,305546.0,2,0,0,0
POL101378,2021-12-15,45.0,Salesperson,West,Term,Agent,Quarterly,8.0,9648.0,192960.0,0,0,1,0
POL101379,2024-05-16,47.0,Police Officer,South,Term,Agent,Monthly,3.7,9605.0,384200.0,0,0,1,0
POL101380,2024-04-13,69.0,Plumber,North,ULIP,Online,Monthly,1.1,14636.0,395172.0,2,0,0,1
POL101381,2023-10-07,34.0,Civil Servant,North,Term,Bancassurance,Annual,1.7,21521.0,408899.0,2,0,0,1
POL101382,2024-11-08,37.0,Pharmacist,North,Endowment,Agent,Annual,1.8,11897.0,618644.0,0,1,1,0
POL101383,2022-03-23,64.0,Security Guard,North,ULIP,Agent,Monthly,0.3,26568.0,770472.0,3,0,1,0
POL101384,2022-04-18,39.0,Banker,West,Term,Broker,Quarterly,0.8,15500.0,635500.0,3,2,0,1
POL101385,2019-01-05,32.0,Welder,Central,Endowment,Bancassurance,Monthly,0.1,8801.0,193622.0,3,0,0,0
POL101386,2020-01-06,48.0,Architect,West,ULIP,Online,Monthly,3.6,14978.0,449340.0,2,2,0,0
POL101387,2019-12-14,36.0,Pharmacist,West,Endowment,Bancassurance,Annual,2.1,23225.0,743200.0,1,0,0,0
POL101388,2024-07-20,64.0,Doctor,Central,Endowment,Broker,Annual,12.8,26880.0,564480.0,0,0,0,0
POL101389,2020-07-11,65.0,Mechanic,West,ULIP,Online,Monthly,1.1,17916.0,1039128.0,1,1,0,0
POL101390,2022-09-30,35.0,Carpenter,North,WholeLife,Agent,Annual,3.4,10025.0,290725.0,0,0,1,0
POL101391,2021-06-29,46.0,Lawyer,East,ULIP,Online,Quarterly,0.3,8881.0,364121.0,2,1,0,0
POL101392,2023-08-10,69.0,Banker,West,Endowment,Broker,Quarterly,1.4,13201.0,528040.0,1,0,0,0
POL101393,2021-03-07,57.0,Police Officer,East,Endowment,Online,Quarterly,3.8,22856.0,777104.0,1,1,0,1
POL101394,2024-08-25,31.0,Farmer,South,Endowment,Agent,Monthly,12.1,12294.0,504054.0,1,0,1,1
POL101395,2022-02-05,49.0,Teacher,East,Term,Broker,Annual,13.1,12423.0,496920.0,1,0,0,0
POL101396,2020-06-20,51.0,Chef,West,Endowment,Bancassurance,Monthly,0.2,10155.0,182790.0,1,0,0,0
POL101397,2021-06-25,53.0,Pharmacist,South,ULIP,Agent,Monthly,3.9,8401.0,378045.0,0,1,1,0
POL101398,2021-03-14,22.0,Salesperson,South,Term,Broker,Monthly,1.0,9126.0,182520.0,0,1,0,1
POL101399,2023-05-17,35.0,Police Officer,East,WholeLife,Bancassurance,Annual,8.4,10591.0,360094.0,1,3,0,0
POL101400,2020-12-13,62.0,Engineer,East,WholeLife,Bancassurance,Monthly,5.4,23366.0,724346.0,0,0,0,0
POL101401,2019-04-25,32.0,Farmer,South,Term,Broker,Monthly,0.9,8779.0,307265.0,0,0,0,1
POL101402,2023-09-21,35.0,Plumber,South,Term,Agent,Quarterly,2.0,10161.0,182898.0,3,0,1,0
POL101403,2024-12-28,36.0,Police Officer,North,WholeLife,Bancassurance,Monthly,0.1,6421.0,295366.0,2,0,0,1
POL101404,2020-07-05,29.0,Farmer,West,Term,Agent,Monthly,2.1,14162.0,467346.0,2,0,1,1
POL101405,2024-01-29,28.0,Banker,South,ULIP,Bancassurance,Monthly,3.2,19601.0,333217.0,1,0,0,1
POL101406,2019-03-28,38.0,Teacher,Central,Term,Bancassurance,Quarterly,2.6,22298.0,334470.0,3,0,0,0
POL101407,2021-01-06,63.0,Architect,Central,Term,Bancassurance,Monthly,5.2,10956.0,427284.0,2,1,0,1
POL101408,2019-01-26,21.0,Teacher,West,Term,Bancassurance,Monthly,0.6,13190.0,580360.0,4,0,0,1
POL101409,2021-05-22,34.0,Welder,Central,Term,Bancassurance,Monthly,7.0,9166.0,357474.0,0,0,0,0
POL101410,2022-09-02,23.0,Shop Owner,Central,WholeLife,Agent,Annual,1.9,12887.0,605689.0,0,0,1,0
POL101411,2024-10-21,48.0,Accountant,West,Term,Agent,Quarterly,2.0,11579.0,567371.0,0,1,1,0
POL101412,2024-01-24,33.0,Civil Servant,South,Term,Agent,Monthly,1.4,10190.0,550260.0,2,1,1,0
POL101413,2024-08-20,59.0,Pharmacist,Central,ULIP,Bancassurance,Annual,6.0,10603.0,625577.0,1,0,0,0
POL101414,2022-12-06,49.0,Software Developer,South,WholeLife,Online,Annual,2.1,12406.0,669924.0,1,1,0,0
POL101415,2021-05-14,59.0,Farmer,North,Endowment,Online,Quarterly,1.5,8543.0,427150.0,1,2,0,1
POL101416,2024-06-17,52.0,Nurse,East,ULIP,Agent,Monthly,4.0,8767.0,298078.0,2,1,1,0
POL101417,2019-05-12,42.0,Doctor,North,Term,Online,Monthly,4.1,23241.0,859917.0,2,0,0,1
POL101418,2023-11-29,63.0,Salesperson,North,ULIP,Online,Quarterly,1.6,38379.0,1611918.0,2,0,0,1
POL101419,2024-12-13,44.0,Tailor,North,ULIP,Broker,Monthly,7.7,5420.0,119240.0,2,0,0,1
POL101420,2019-02-18,67.0,Carpenter,Central,WholeLife,Bancassurance,Monthly,1.9,5273.0,237285.0,0,1,0,0
POL101421,2022-12-09,69.0,Pharmacist,North,Endowment,Online,Monthly,5.2,6133.0,251453.0,1,0,0,0
POL101422,2024-04-10,49.0,Accountant,South,WholeLife,Bancassurance,Monthly,1.4,9399.0,357162.0,0,0,0,0
POL101423,2023-03-05,54.0,Carpenter,West,Endowment,Agent,Quarterly,6.1,15489.0,805428.0,1,0,1,0
POL101424,2024-11-16,33.0,Tailor,Central,ULIP,Agent,Monthly,5.9,13301.0,598545.0,0,0,1,0
POL101425,2020-08-27,60.0,Teacher,North,ULIP,Online,Quarterly,5.0,10786.0,604016.0,1,1,0,0
POL101426,2022-11-06,53.0,Welder,Central,Term,Bancassurance,Annual,6.4,12893.0,747794.0,2,1,0,1
POL101427,2023-12-07,65.0,Plumber,Central,WholeLife,Agent,Monthly,3.4,7002.0,364104.0,0,0,1,0
POL101428,2019-06-03,34.0,Software Developer,Central,ULIP,Agent,Monthly,0.8,8760.0,245280.0,1,0,1,1
POL101429,2022-05-11,59.0,Carpenter,West,WholeLife,Online,Monthly,2.8,9798.0,225354.0,2,1,0,1
POL101430,2024-10-13,44.0,Carpenter,East,Endowment,Agent,Monthly,0.9,4482.0,125496.0,2,0,1,1
POL101431,2021-10-31,30.0,Civil Servant,North,ULIP,Agent,Annual,3.8,5538.0,260286.0,2,1,1,0
POL101432,2023-12-01,29.0,Carpenter,North,Term,Online,Quarterly,0.5,5649.0,299397.0,0,0,0,1
POL101433,2023-06-19,48.0,Accountant,Central,WholeLife,Broker,Annual,3.4,14502.0,783108.0,0,1,0,0
POL101434,2020-08-16,36.0,Salesperson,Central,Term,Agent,Annual,0.6,11189.0,503505.0,1,0,1,0
POL101435,2021-03-29,25.0,Farmer,Central,Endowment,Agent,Monthly,3.6,13434.0,604530.0,2,1,1,1
POL101436,2021-12-15,41.0,Chef,West,Term,Agent,Quarterly,16.4,3945.0,224865.0,1,0,1,0
POL101437,2021-08-02,52.0,Tailor,East,ULIP,Agent,Monthly,4.6,,212130.0,2,1,1,1
POL101438,2022-08-02,36.0,Carpenter,North,Endowment,Bancassurance,Monthly,1.5,13789.0,289569.0,2,1,0,1
POL101439,2022-12-06,67.0,Carpenter,North,WholeLife,Agent,Monthly,1.1,2467.0,91279.0,1,0,1,0
POL101440,2021-06-27,,Electrician,South,WholeLife,Agent,Monthly,2.2,18257.0,565967.0,4,1,1,1
POL101441,2022-11-08,46.0,Electrician,East,Endowment,Broker,Quarterly,2.9,3977.0,171011.0,1,1,0,0
POL101442,2022-12-21,66.0,Teacher,South,ULIP,Bancassurance,Quarterly,3.7,15088.0,648784.0,1,1,0,0
POL101443,2024-11-06,42.0,Mechanic,East,ULIP,Agent,Monthly,1.2,6347.0,177716.0,0,0,1,0
POL101444,2023-12-01,27.0,,West,Endowment,Agent,Monthly,4.0,16722.0,468216.0,0,0,1,0
POL101445,2022-05-23,22.0,Security Guard,West,Term,Bancassurance,Quarterly,0.7,49221.0,885978.0,0,0,0,1
POL101446,2020-01-25,66.0,Pharmacist,Central,Term,Online,Quarterly,10.4,3176.0,88928.0,0,0,0,0
POL101447,2020-12-07,68.0,Lawyer,South,Term,Broker,Quarterly,5.2,14012.0,728624.0,0,0,0,0
POL101448,2020-12-30,57.0,Salesperson,Central,Endowment,Agent,Monthly,2.6,4007.0,176308.0,2,0,1,0
POL101449,2020-09-24,26.0,Police Officer,Central,Endowment,Bancassurance,Monthly,4.6,12251.0,698307.0,2,1,0,0
POL101450,2024-09-12,35.0,Carpenter,South,Endowment,Agent,Quarterly,0.7,,499800.0,1,0,1,0
POL101451,2022-03-20,23.0,Security Guard,South,WholeLife,Agent,Quarterly,7.8,10561.0,559733.0,1,0,1,1
POL101452,2024-12-16,23.0,Lawyer,Central,Term,Bancassurance,Monthly,9.3,6274.0,144302.0,3,0,0,0
POL101453,2019-09-21,33.0,Software Developer,Central,WholeLife,Bancassurance,Monthly,0.9,14622.0,438660.0,2,0,0,1
POL101454,2023-04-18,49.0,Plumber,East,ULIP,Agent,Monthly,0.2,4797.0,81549.0,0,0,1,1
POL101455,2022-07-17,24.0,Accountant,North,ULIP,Agent,Quarterly,1.8,18413.0,349847.0,1,0,1,0
POL101456,2023-08-06,69.0,Driver,West,Endowment,Bancassurance,Monthly,4.4,8066.0,201650.0,1,0,0,0
POL101457,2021-05-08,,Accountant,Central,Term,Agent,Quarterly,14.3,4908.0,132516.0,3,2,1,0
POL101458,2022-02-16,,Electrician,East,WholeLife,Agent,Annual,1.6,21971.0,329565.0,2,0,1,0
POL101459,2021-02-13,46.0,Banker,North,ULIP,Agent,Monthly,1.6,,497588.0,1,1,1,0
POL101460,2023-03-14,59.0,Plumber,West,ULIP,Agent,Monthly,0.5,25689.0,976182.0,2,0,1,1
POL101461,2020-02-28,36.0,Driver,West,Term,Bancassurance,Monthly,8.1,18227.0,801988.0,6,0,0,1
POL101462,2022-12-23,23.0,Engineer,Central,Endowment,Agent,Monthly,12.5,6640.0,292160.0,1,0,1,0
POL101463,2021-12-25,23.0,Driver,Central,Endowment,Online,Annual,0.3,9485.0,550130.0,0,0,0,1
POL101464,2023-10-20,62.0,Carpenter,East,Endowment,Online,Annual,0.4,10515.0,220815.0,0,1,0,1
POL101465,2019-03-24,26.0,Accountant,South,ULIP,Agent,Monthly,1.2,21230.0,636900.0,1,0,1,0
POL101466,2020-02-06,,,North,Term,Online,Annual,8.9,12317.0,344876.0,0,1,0,0
POL101467,2022-08-28,39.0,Mechanic,North,Term,Agent,Monthly,19.2,10809.0,421551.0,0,0,1,0
POL101468,2021-04-02,59.0,Accountant,Central,Term,Bancassurance,Quarterly,1.7,8956.0,340328.0,3,0,0,0
POL101469,2020-09-20,23.0,Welder,Central,Term,Bancassurance,Quarterly,5.6,9650.0,482500.0,0,0,0,0
POL101470,2024-08-14,64.0,Engineer,West,Term,Bancassurance,Monthly,3.6,19002.0,760080.0,1,1,0,0
POL101471,2024-06-14,55.0,Mechanic,Central,Term,Agent,Monthly,1.0,9915.0,247875.0,3,1,1,0
POL101472,2019-07-22,43.0,Doctor,South,Endowment,Bancassurance,Quarterly,3.2,8123.0,324920.0,0,0,0,1
POL101473,2022-03-03,31.0,Architect,West,ULIP,Online,Monthly,11.6,7463.0,432854.0,1,0,0,0
POL101474,2023-01-07,68.0,Farmer,South,ULIP,Agent,Annual,5.7,7503.0,307623.0,2,2,1,0
POL101475,2023-09-14,35.0,Civil Servant,South,Term,Agent,Monthly,6.0,4910.0,201310.0,0,0,1,0
POL101476,2020-03-21,45.0,Pharmacist,West,Term,Agent,Monthly,5.5,6801.0,149622.0,1,0,1,0
POL101477,2024-02-16,40.0,Plumber,North,ULIP,Agent,Annual,0.6,20936.0,314040.0,3,0,1,1
POL101478,2022-12-12,32.0,Tailor,East,Endowment,Agent,Monthly,2.8,8926.0,214224.0,0,0,1,1
POL101479,2024-04-17,,Police Officer,East,Term,Broker,Monthly,4.7,14076.0,225216.0,3,0,0,1
POL101480,2023-02-05,28.0,,East,Endowment,Broker,Monthly,3.0,2866.0,100310.0,1,1,0,1
POL101481,2024-03-30,21.0,Teacher,West,WholeLife,Agent,Monthly,0.1,13150.0,710100.0,2,0,1,0
POL101482,2019-03-07,35.0,Plumber,South,Endowment,Broker,Monthly,0.4,9130.0,319550.0,1,0,0,0
POL101483,2020-05-11,26.0,Lawyer,North,WholeLife,Bancassurance,Monthly,9.4,7780.0,342320.0,0,0,0,0
POL101484,2022-03-16,,Software Developer,West,Term,Online,Monthly,5.7,10834.0,574202.0,0,0,0,1
POL101485,2020-10-29,63.0,Accountant,North,Term,Broker,Monthly,5.4,7724.0,378476.0,2,0,0,0
POL101486,2020-03-11,28.0,Banker,Central,Term,Bancassurance,Annual,8.6,3422.0,150568.0,0,0,0,0
POL101487,2023-04-07,21.0,Mechanic,Central,ULIP,Online,Annual,4.9,15695.0,784750.0,0,0,0,0
POL101488,2024-12-24,26.0,Chef,South,Endowment,Agent,Monthly,15.2,11176.0,301752.0,0,0,1,0
POL101489,2022-03-28,45.0,Civil Servant,West,Endowment,Agent,Annual,9.4,8459.0,279147.0,1,0,1,0
POL101490,2022-08-31,34.0,Welder,East,WholeLife,Broker,Annual,1.3,6105.0,195360.0,0,0,0,1
POL101491,2022-09-02,44.0,Electrician,West,Endowment,Agent,Annual,1.7,4746.0,237300.0,0,0,1,0
POL101492,2021-07-06,22.0,Shop Owner,South,Term,Agent,Quarterly,3.0,11069.0,365277.0,2,0,1,0
POL101493,2023-01-31,37.0,Driver,Central,ULIP,Agent,Monthly,1.2,,1263975.0,2,0,1,1
POL101494,2023-11-10,41.0,Salesperson,Central,Term,Online,Monthly,7.8,10955.0,251965.0,2,0,0,0
POL101495,2019-09-09,42.0,Pharmacist,East,Endowment,Agent,Annual,0.8,4957.0,109054.0,3,0,1,0
POL101496,2020-08-28,48.0,Accountant,Central,WholeLife,Broker,Monthly,3.6,11076.0,520572.0,2,0,0,0
POL101497,2020-01-06,59.0,Security Guard,South,Endowment,Agent,Annual,5.5,9637.0,472213.0,0,0,1,0
POL101498,2023-10-10,,Lawyer,West,Term,Bancassurance,Quarterly,3.6,15245.0,686025.0,0,0,0,1
POL101499,2022-11-04,62.0,Architect,Central,Endowment,Online,Monthly,1.2,13405.0,375340.0,2,0,0,1
POL101500,2023-01-17,46.0,Electrician,West,Term,Online,Monthly,2.7,2224.0,33360.0,2,0,0,0
POL101501,2022-10-07,33.0,Driver,Central,Term,Agent,Annual,0.6,12999.0,376971.0,0,1,1,0
POL101502,2022-03-17,32.0,,South,Endowment,Agent,Monthly,2.9,5992.0,209720.0,0,0,1,0
POL101503,2023-12-04,36.0,Salesperson,North,Term,Bancassurance,Quarterly,3.2,4862.0,160446.0,1,0,0,0
POL101504,2019-12-12,50.0,Tailor,East,Term,Bancassurance,Annual,2.8,9007.0,504392.0,0,1,0,0
POL101505,2023-03-07,32.0,Doctor,South,Endowment,Agent,Monthly,3.2,,644215.0,2,0,1,1
POL101506,2024-01-10,65.0,Police Officer,West,Endowment,Broker,Monthly,1.1,4357.0,213493.0,3,0,0,1
POL101507,2020-04-01,44.0,Police Officer,South,Endowment,Bancassurance,Monthly,13.5,14077.0,211155.0,0,2,0,1
POL101508,2023-04-10,63.0,Driver,Central,WholeLife,Agent,Annual,5.2,14497.0,289940.0,0,0,1,1
POL101509,2019-06-04,54.0,Chef,North,Term,Online,Monthly,3.9,10132.0,344488.0,0,1,0,1
POL101510,2019-12-26,37.0,Electrician,Central,Term,Bancassurance,Monthly,4.3,6414.0,269388.0,2,0,0,1
POL101511,2021-05-10,32.0,Pharmacist,South,WholeLife,Bancassurance,Monthly,1.9,6065.0,272925.0,1,0,0,1
POL101512,2025-01-08,57.0,Tailor,South,Term,Agent,Monthly,10.3,16531.0,462868.0,0,0,1,0
POL101513,2021-03-27,37.0,Shop Owner,North,WholeLife,Agent,Monthly,0.6,4649.0,88331.0,0,0,1,0
POL101514,2021-08-01,33.0,Farmer,West,ULIP,Agent,Monthly,0.2,16852.0,488708.0,1,0,1,0
POL101515,2023-08-16,66.0,Security Guard,West,Endowment,Agent,Annual,4.4,9112.0,455600.0,1,0,1,1
POL101516,2023-10-23,44.0,Plumber,Central,Term,Agent,Monthly,3.5,9434.0,556606.0,1,0,1,0
POL101517,2023-01-17,23.0,Shop Owner,North,Endowment,Online,Annual,1.6,4213.0,240141.0,1,0,0,0
POL101518,2019-03-08,45.0,Mechanic,East,ULIP,Online,Annual,15.9,9197.0,377077.0,1,0,0,0
POL101519,2024-04-02,43.0,Nurse,Central,Term,Agent,Quarterly,5.0,13451.0,255569.0,0,1,1,0
POL101520,2020-07-28,63.0,Welder,North,ULIP,Online,Quarterly,2.9,5074.0,294292.0,1,0,0,0
POL101521,2022-01-14,55.0,Pharmacist,East,ULIP,Agent,Monthly,6.3,12700.0,266700.0,1,0,1,0
POL101522,2023-05-29,30.0,Pharmacist,South,ULIP,Agent,Quarterly,0.7,10348.0,279396.0,1,0,1,0
POL101523,2020-09-27,28.0,Tailor,South,Term,Bancassurance,Monthly,1.7,7173.0,416034.0,3,0,0,1
POL101524,2023-02-17,50.0,Driver,West,ULIP,Bancassurance,Monthly,0.9,15174.0,561438.0,1,0,0,0
POL101525,2022-01-14,23.0,Tailor,Central,ULIP,Agent,Quarterly,0.9,3291.0,75693.0,1,0,1,1
POL101526,2019-12-10,36.0,Mechanic,North,Term,Bancassurance,Monthly,6.0,11770.0,435490.0,2,0,0,1
POL101527,2020-04-19,27.0,Electrician,West,WholeLife,Bancassurance,Monthly,2.5,22242.0,400356.0,0,1,0,0
POL101528,2023-08-06,22.0,Doctor,South,Term,Online,Quarterly,3.3,20332.0,589628.0,1,0,0,0
POL101529,2019-05-14,66.0,Engineer,West,WholeLife,Broker,Monthly,1.5,12027.0,685539.0,1,2,0,1
POL101530,2021-04-19,25.0,Mechanic,Central,Term,Agent,Monthly,0.5,8511.0,238308.0,2,0,1,1
POL101531,2022-01-04,21.0,Farmer,Central,Term,Agent,Monthly,1.2,7202.0,396110.0,0,0,1,0
POL101532,2021-04-24,66.0,Welder,North,ULIP,Bancassurance,Monthly,1.2,8506.0,331734.0,1,0,0,0
POL101533,2021-06-28,30.0,Architect,Central,Term,Online,Monthly,3.8,12990.0,571560.0,0,0,0,1
POL101534,2024-11-08,61.0,Banker,Central,Term,Agent,Monthly,5.2,6610.0,304060.0,0,0,1,0
POL101535,2019-03-12,22.0,Shop Owner,West,Term,Agent,Monthly,16.7,14454.0,563706.0,1,0,1,0
POL101536,2024-11-29,28.0,,South,ULIP,Agent,Quarterly,8.9,28755.0,460080.0,2,0,1,0
POL101537,2023-05-06,26.0,Security Guard,West,Term,Agent,Annual,18.3,9596.0,537376.0,1,0,1,0
POL101538,2024-07-12,55.0,Police Officer,North,Endowment,Agent,Quarterly,6.2,5053.0,181908.0,3,1,1,0
POL101539,2022-11-18,51.0,Architect,South,Endowment,Broker,Monthly,0.1,5052.0,222288.0,1,0,0,1
POL101540,2024-09-07,44.0,Carpenter,Central,Endowment,Agent,Quarterly,0.5,14593.0,569127.0,1,0,1,0
POL101541,2019-06-12,32.0,Welder,West,Endowment,Bancassurance,Annual,3.6,9606.0,422664.0,2,0,0,0
POL101542,2023-04-30,25.0,Driver,South,Term,Agent,Annual,2.8,15343.0,460290.0,1,1,1,0
POL101543,2023-04-12,48.0,Welder,East,WholeLife,Agent,Monthly,1.0,7579.0,394108.0,0,0,1,0
POL101544,2024-08-11,32.0,Architect,North,ULIP,Broker,Monthly,1.0,14993.0,374825.0,2,0,0,1
POL101545,2019-07-02,49.0,Plumber,Central,WholeLife,Agent,Monthly,5.4,9144.0,402336.0,1,0,1,0
POL101546,2022-01-23,54.0,Shop Owner,East,ULIP,Agent,Quarterly,1.8,,281342.0,1,1,1,0
POL101547,2022-02-12,62.0,Tailor,East,ULIP,Bancassurance,Monthly,5.5,8099.0,299663.0,4,0,0,1
POL101548,2019-07-27,,Carpenter,South,WholeLife,Agent,Annual,5.0,5440.0,81600.0,3,0,1,0
POL101549,2022-09-30,21.0,Civil Servant,South,Endowment,Agent,Monthly,2.1,26760.0,856320.0,1,0,1,0
POL101550,2021-11-23,34.0,Nurse,South,WholeLife,Broker,Quarterly,3.1,9431.0,160327.0,3,0,0,1
POL101551,2022-01-02,62.0,Lawyer,East,Term,Agent,Monthly,1.5,13660.0,505420.0,0,1,1,0
POL101552,2023-02-10,47.0,Banker,East,Term,Online,Monthly,3.8,7567.0,340515.0,3,0,0,1
POL101553,2023-07-03,51.0,Nurse,East,Endowment,Agent,Monthly,10.5,5849.0,222262.0,2,0,1,0
POL101554,2022-12-28,43.0,Shop Owner,East,Endowment,Agent,Quarterly,6.0,8805.0,431445.0,0,0,1,0
POL101555,2021-04-28,28.0,,East,Endowment,Online,Monthly,4.0,17164.0,532084.0,1,1,0,0
POL101556,2024-10-20,64.0,Police Officer,South,Endowment,Online,Monthly,5.5,7628.0,213584.0,2,2,0,0
